mz,time,mz.1,Name,delta_ppm_vec,mode,ESI,F1,F2,F4,P1,P2,P3,P4,F6,F7,P6,P7,FVPTC2,P8,FVPTC3,FVPTC4,FVPTC5,P9,P10,F20,FVPTC6,P12,F12,F13,P13,F10,F18,P18,P20,P14,F19,FVPTC20,FVPTC7,P15,F14,FVPTC14,FVPTC15,F15,FVPTC16,F16,FVPTC17,F17,FVPTC18,FVPTC19,P16,FVPTC8,FVPTC9,FVPTC10,FVPTC11,F11,FVPTC12,FVPTC13,P17,F8,P11,F9,nist_1,nist_2,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6
255.2327916,243.1075475,255.232924,palmitic acid,0.518673339,C18,neg,271484320,223226181,344276538,218781469,121044645,195178751,319997474,195363272,89504125,121689517,145227337,102051652,157222126,204711276,193086783,249553650,91658746,134682849,53629478,148815905,169576288,231030758,196374075,170072128,67890108,123058534,273170085,126217888,228151791,201202516,199411594,106716638,142862407,187124888,57928424,88612048,67624836,59100670,272554799,98076820,204072099,85492498,203182220,217315499,107403605,73330210,84873494,68252151,169949615,59050866,89043766,129107980,232487612,154606423,212205938,236672687,170266227,139805204,129219863,306458653,172651682,153397880,157592942
256.0940333,17.89069551,256.0939,Benserazide,-0.520365811,C18,neg,399228,1694202,469824,227446,117391,234385,79778,144101,71510,137587,219520,68887,66417,418942,308865,144629,67374,278587,332129,718552,132778,218740,180776,538203,69688,190215,149163,95936,293938,94723,245643,149567,235877,249660,161994,148327,132547,133545,23996,51192,99255,29942,953322,272186,1032426,213089,100022,823494,143213,48927,40689,371291,176467,320857,217597,153112,149069,87035,61338,151115,57520,63556,62068
256.0940333,17.89069551,256.0939,Pyro-L-glutaminyl-L-glutamine,-0.520365811,C18,neg,399228,1694202,469824,227446,117391,234385,79778,144101,71510,137587,219520,68887,66417,418942,308865,144629,67374,278587,332129,718552,132778,218740,180776,538203,69688,190215,149163,95936,293938,94723,245643,149567,235877,249660,161994,148327,132547,133545,23996,51192,99255,29942,953322,272186,1032426,213089,100022,823494,143213,48927,40689,371291,176467,320857,217597,153112,149069,87035,61338,151115,57520,63556,62068
256.0940333,17.89069551,256.0955,sn-glycero-3-Phosphocholine,5.727306767,C18,neg,399228,1694202,469824,227446,117391,234385,79778,144101,71510,137587,219520,68887,66417,418942,308865,144629,67374,278587,332129,718552,132778,218740,180776,538203,69688,190215,149163,95936,293938,94723,245643,149567,235877,249660,161994,148327,132547,133545,23996,51192,99255,29942,953322,272186,1032426,213089,100022,823494,143213,48927,40689,371291,176467,320857,217597,153112,149069,87035,61338,151115,57520,63556,62068
256.0945244,210.6583848,256.0939,Benserazide,-2.438315231,C18,neg,17655,11195,24916,76432,84921,66778,72894,38603,15885,54393,18348,24186,23272,34031,74181,56729,46471,33491,297885,54139,27818,31481,23137,47838,56578,68072,108187,28093,55383,63537,133063,33511,39270,134772,59115,60789,46714,53291,68998,64115,34979,83562,35227,119497,61608,91932,81180,76491,74938,56100,63625,0,49186,39366,12150,25839,59359,24277,49386,44365,75566,109999,308651
256.0945244,210.6583848,256.0939,Pyro-L-glutaminyl-L-glutamine,-2.438315231,C18,neg,17655,11195,24916,76432,84921,66778,72894,38603,15885,54393,18348,24186,23272,34031,74181,56729,46471,33491,297885,54139,27818,31481,23137,47838,56578,68072,108187,28093,55383,63537,133063,33511,39270,134772,59115,60789,46714,53291,68998,64115,34979,83562,35227,119497,61608,91932,81180,76491,74938,56100,63625,0,49186,39366,12150,25839,59359,24277,49386,44365,75566,109999,308651
256.0945244,210.6583848,256.0955,sn-glycero-3-Phosphocholine,3.809369329,C18,neg,17655,11195,24916,76432,84921,66778,72894,38603,15885,54393,18348,24186,23272,34031,74181,56729,46471,33491,297885,54139,27818,31481,23137,47838,56578,68072,108187,28093,55383,63537,133063,33511,39270,134772,59115,60789,46714,53291,68998,64115,34979,83562,35227,119497,61608,91932,81180,76491,74938,56100,63625,0,49186,39366,12150,25839,59359,24277,49386,44365,75566,109999,308651
263.0932073,115.7547949,263.097224,Thiamine,15.26687895,C18,neg,60575,12485,105969,848,0,5987,66777,18530,0,69206,7528,1231,26147,0,125662,0,27345,62548,0,6900,0,0,0,0,9464,13800,0,0,133689,0,0,8019,0,0,0,50604,0,0,0,5774,0,0,0,0,0,0,0,0,0,0,18242,0,0,0,54559,27246,0,578,0,0,0,0,0
263.0976367,44.97547545,263.097224,Thiamine,-1.568634362,C18,neg,1216627,493298,99029,742544,62355,113969,1320973,22661,120045,105778,319913,49973,27965,58334,73566,4098597,75818,245268,80070,472099,33266,1979600,380241,1075809,36852,183408,688540,15930,712168,2517374,295509,36554,200450,347138,26987,7470,35472,48994,70170,24076,21374,35940,261950,121434,61636,70620,56263,142877,103295,75123,14463,35688,161579,599615,334612,22104,89796,0,40264,0,74647,95196,122174
277.1442148,292.2593295,277.144524,Dibutyl phthalate,1.115673774,C18,neg,21174,38055,16551,44515,22376,36403,17793,25312,17354,23020,22031,25617,24822,40984,23492,12088,13877,27258,15334,18911,22672,17815,16570,13091,26720,11616,14744,41113,31831,17419,13560,13810,33076,24765,27054,18845,31345,16588,15765,23440,15452,21611,24887,15191,24791,9927,19808,50746,17001,17152,35078,19318,25646,32657,22342,79313,74088,45786,26998,20127,31787,18273,21526
277.1444755,137.0693079,277.144524,Dibutyl phthalate,0.174974816,C18,neg,440964,426585,509889,472477,360973,380722,430287,311126,468100,558948,466364,494119,326188,482352,418710,331557,323351,376338,497211,305101,305656,239711,240578,428334,356136,241885,184352,169964,245956,185034,302541,246757,428552,206451,337717,258338,348669,262396,183347,269486,216444,275104,194339,250850,268770,396148,323424,304060,239992,259809,370799,419155,418764,314842,303492,2518046,658872,429209,380068,306419,162091,254879,295040
277.1446301,207.3535444,277.144524,Dibutyl phthalate,-0.382816122,C18,neg,78273,16444,219219,54895,15374,57660,82959,47379,36008,0,11665,82743,54321,31822,11216,0,17648,20854,2121,37560,11693,37310,51831,7382,0,56870,50641,28757,26118,14448,51195,0,3260,42079,11595,105857,16380,24666,26214,15732,21392,3684,87306,22461,75907,0,24477,105635,35967,94640,73474,19109,13397,70767,12249,99690,92245,34826,31499,35639,29481,25374,61915
295.9563442,29.10225685,295.957224,hydrochlorothiazide,2.972628744,C18,neg,9434,0,0,12991,59934,0,1946695,50680,0,0,0,0,183590,0,311854,244831,0,381583,0,4856,0,38760,20295,29589,0,7279,61097,0,350952,35532,540547,0,0,0,0,6803,0,0,0,34386,0,0,0,0,0,0,0,112099,0,0,0,0,0,0,4246638,0,0,184537,152956,117760,141720,193147,195500
329.2152587,145.8429589,329.212224,17-hydroxyprogesterone,-9.21814916,C18,neg,198385,194741,66336,129653,163676,160413,157325,142460,240831,207038,168611,150080,125883,157766,118089,170066,130610,137203,318857,147364,129182,118122,151318,54832,191899,190055,68906,180577,134119,186698,82863,119007,113185,119911,333757,227979,275771,291045,163759,232503,179285,188123,157473,50383,298130,211505,231494,282439,97085,292188,231106,266645,167312,137459,162213,225627,288864,198914,183004,283089,107110,39096,91721
329.2152587,145.8429589,329.212224,21-hydroxyprogesterone,-9.21814916,C18,neg,198385,194741,66336,129653,163676,160413,157325,142460,240831,207038,168611,150080,125883,157766,118089,170066,130610,137203,318857,147364,129182,118122,151318,54832,191899,190055,68906,180577,134119,186698,82863,119007,113185,119911,333757,227979,275771,291045,163759,232503,179285,188123,157473,50383,298130,211505,231494,282439,97085,292188,231106,266645,167312,137459,162213,225627,288864,198914,183004,283089,107110,39096,91721
343.0650128,24.93450436,343.063524,Thiamine monophosphate,-4.33974087,C18,neg,72677,266071,79712,221787,154569,170172,64698,135475,0,23086,101197,72004,17786,104497,62030,65650,57928,171630,16151,122269,122704,78319,68512,265567,0,32523,114296,183326,134041,19161,69425,44144,179286,211017,0,0,0,0,26061,0,46420,0,182712,213604,2784,146348,38934,20640,19617,0,0,0,48976,124371,132029,7731,113693,0,0,37783,5791,31987,25600
359.1877003,287.038658,359.186424,Cortisone,-3.553409708,C18,neg,0,0,0,0,0,0,0,0,101550,25902,18896,12880,749,7615,9537,0,0,0,194848,0,0,98764,77062,0,117866,186547,220975,473008,79914,194576,89402,54041,0,126579,167785,300527,50863,90813,184798,61328,59947,44624,98680,0,146385,75719,135440,126288,56745,552082,116275,78032,583,0,0,0,67401,0,0,619,0,94505,59130
361.2040552,138.5286407,361.202,Cortisol,-5.689877872,C18,neg,54371,50664,46608,41988,56433,40377,17352,28279,24867,3236,29603,50103,27930,9054,4170,45835,20346,16931,87811,57972,58376,30206,31340,26918,29641,15348,19544,22365,24513,74200,31551,18103,42927,17684,14854,14594,17653,9279,8743,43167,10037,71293,17919,18877,38421,22459,27363,26022,12089,20732,22582,43162,62493,45620,67841,232892,671428,38383,61213,66164,66602,46493,52187
361.2040552,138.5286407,361.202024,hydrocortisone,-5.623432683,C18,neg,54371,50664,46608,41988,56433,40377,17352,28279,24867,3236,29603,50103,27930,9054,4170,45835,20346,16931,87811,57972,58376,30206,31340,26918,29641,15348,19544,22365,24513,74200,31551,18103,42927,17684,14854,14594,17653,9279,8743,43167,10037,71293,17919,18877,38421,22459,27363,26022,12089,20732,22582,43162,62493,45620,67841,232892,671428,38383,61213,66164,66602,46493,52187
375.1311513,24.11620602,375.131024,Riboflavin,-0.339255268,C18,neg,325545,243985,109171,117497,107777,35465,83564,63537,147121,35088,95466,35755,59246,79905,122162,183985,40976,69163,11744,158451,145645,131622,132841,94277,25145,27180,67870,10020,104280,64884,183098,69453,103374,73871,14261,46374,10185,5033,53236,19872,90795,10328,234273,95046,35183,67940,4764,144544,81452,18764,35849,39710,22747,63411,254779,21163,9822,208199,0,23908,0,0,0
391.2862881,138.7574613,391.285424,Deoxycholate,-2.208352438,C18,neg,384049,216866,768289,322915,27963,457897,169191,458574,32215,519106,503102,350983,86936,272706,483054,206734,130256,384403,0,424394,101457,155839,1031395,127680,15802,717,20542,148450,195291,500067,1214924,65891,147868,760999,2734,0,0,0,1082782,65769,111375,0,98282,933402,124979,26980,139469,0,447578,0,14564,44780,28365,629846,85933,14519174,16785609,11275729,11208606,8228680,7300394,10863098,11116675
391.2907165,233.6670473,391.285424,Deoxycholate,-13.52597988,C18,neg,0,16018,19335,18689,35975,0,18154,0,25467,30188,3597,384763,0,10482,16343,12245,20272,0,39256,0,10799,0,0,9480,8685,72186,259,22198,43156,0,38199,0,96075,0,45177,42550,32868,114737,0,125661,9567,79410,0,119248,24987,16194,56059,18464,0,89532,66664,48687,0,0,8321,0,532685,0,0,0,168913,37856,0
398.3276316,221.4884258,398.3276,Palmitoylcarnitine,-0.07930391,C18,neg,294950,0,0,16230,18732,14967,16738,22453,3953,95369,0,9301,280647,0,14483,56058,22563,21036,0,25288,0,0,0,0,23055,2933,0,0,0,0,0,32257,50404,0,0,2763,0,0,0,0,0,0,0,0,0,0,16012,0,0,1707,5255,53242,16977,0,0,64237,0,0,0,0,0,0,0
423.0308355,42.09663581,423.029824,Thiamine pyrophosphate,-2.391200758,C18,neg,0,62319,5823,28246,17949,0,21801,21458,0,6311,11581,325064,0,58440,48366,50393,0,26461,44611,12045,12883,21001,9736,8442,0,10716,9981,0,47022,10459,16664,21670,58974,48948,0,0,5830,0,0,0,8538,0,16626,154016,0,32820,0,48490,7929,4099,5971,61684,14086,98814,10950,0,0,0,0,0,0,0,0
455.0977227,21.52687239,455.097324,Flavin mononucleotide,-0.876151645,C18,neg,118327,0,21635,0,93182,868,74898,45018,125559,6530,34724,28584,2649,81918,197128,314647,20486,43680,4881,117805,103814,106484,291671,6275,0,0,41759,129875,13898,238396,250039,51344,0,56284,0,0,0,0,120162,0,107784,0,172710,44947,0,0,0,23268,31713,0,0,0,20966,121224,469192,0,0,0,0,0,0,0,0
482.2941244,138.0421688,482.2946,Taurolithocholate,0.986035212,C18,neg,730,937,0,0,0,0,0,0,0,17559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4932,0,0,2685,0,0,0,0,0,0,0,9421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49299,75103,38911,54518,28435,34518,63623,66599
482.3026964,166.6918253,482.2946,Taurolithocholate,-16.78732829,C18,neg,37707,5619,13702,0,18439,0,10980,0,1403,13933,24901,13155,3885,22232,4845,8777,0,0,0,6888,13974,7075,21900,7534,0,17762,8355,8786,8868,0,5468,0,10151,6099,0,29157,10086,6254,3448,15657,7740,5897,0,29338,0,912,21599,5761,3654,0,18278,0,11991,34879,4436,119237,152300,87830,103430,41970,73051,106310,101665
498.2899211,130.7228465,498.2895,Taurochenodeoxycholate,-0.845022819,C18,neg,69619,379378,240795,112630,11492,66773,50557,33853,11199,120483,19490,45505,7364,12821,553658,71146,60285,0,0,9682,8020,30964,12797,29823,0,0,1442,3810195,52333,9992,978215,15177,24986,19579,0,0,0,0,140383,1371,737,0,6131,22355,0,17959,41867,26867,2268,0,0,1406,13503,26188,60655,1670121,213746,3482460,3689629,2789229,2628842,758418,814991
498.2899211,130.7228465,498.2895,Taurodeoxycholate,-0.845022819,C18,neg,69619,379378,240795,112630,11492,66773,50557,33853,11199,120483,19490,45505,7364,12821,553658,71146,60285,0,0,9682,8020,30964,12797,29823,0,0,1442,3810195,52333,9992,978215,15177,24986,19579,0,0,0,0,140383,1371,737,0,6131,22355,0,17959,41867,26867,2268,0,0,1406,13503,26188,60655,1670121,213746,3482460,3689629,2789229,2628842,758418,814991
514.2766336,126.0098888,514.284424,Taurocholic acid,15.14794466,C18,neg,0,2015,2939,0,0,1929,21068,0,0,0,699,0,0,0,0,609,0,689,0,20705,1296,6539,0,0,0,0,0,0,9011,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,8825,0,0,0,0,0,0,0,0,685,7263,1362,17453,0,20061,18236,18611,4822,0,0
90.05508936,55.18832425,90.054976,Sarcosine,-1.258744285,HILIC,pos,2001521,3524956,10349852,1699207,2959391,2236884,11703431,5848267,1537880,2930067,2044387,2658324,4841711,1783114,8770105,3308329,2798521,3955704,416260,3172948,2461938,1183406,3484869,3990414,769408,838216,2631884,1297346,6292355,9430030,4615942,3242121,3240042,4954227,3470855,200026,332974,499512,882982,287431,1194460,132325,1565191,1584901,529224,1827499,823597,718166,1100838,97619,213076,262019,8330921,2301423,2518882,507483,748148,516816,542909,499453,476059,758969,785721
90.05508936,55.18832425,90.055,Alanine,-0.992240147,HILIC,pos,2001521,3524956,10349852,1699207,2959391,2236884,11703431,5848267,1537880,2930067,2044387,2658324,4841711,1783114,8770105,3308329,2798521,3955704,416260,3172948,2461938,1183406,3484869,3990414,769408,838216,2631884,1297346,6292355,9430030,4615942,3242121,3240042,4954227,3470855,200026,332974,499512,882982,287431,1194460,132325,1565191,1584901,529224,1827499,823597,718166,1100838,97619,213076,262019,8330921,2301423,2518882,507483,748148,516816,542909,499453,476059,758969,785721
104.0706667,45.41483394,104.070576,2-aminobutyrate,-0.871524954,HILIC,pos,3828377,183845,1240213,380520,747174,882947,607141,573157,277816,309411,832579,660133,621583,442413,617756,102037,867186,445599,99734,586584,1163120,82643,961527,414922,46770,163790,2233448,745607,426650,707345,289271,279945,22498,485842,148594,56086,121448,88379,92736,112636,213773,29159,480070,382937,340086,170561,256754,49670,134280,31027,107850,128475,1301011,598747,199353,659117,652147,817319,811681,751321,690594,611125,642263
104.0706667,45.41483394,104.070576,"n,n-dimethyllycine",-0.871524954,HILIC,pos,3828377,183845,1240213,380520,747174,882947,607141,573157,277816,309411,832579,660133,621583,442413,617756,102037,867186,445599,99734,586584,1163120,82643,961527,414922,46770,163790,2233448,745607,426650,707345,289271,279945,22498,485842,148594,56086,121448,88379,92736,112636,213773,29159,480070,382937,340086,170561,256754,49670,134280,31027,107850,128475,1301011,598747,199353,659117,652147,817319,811681,751321,690594,611125,642263
104.0706977,206.5607959,104.070576,2-aminobutyrate,-1.169735747,HILIC,pos,124967,166000,88507,69790,174193,153442,69719,101701,90173,96856,129231,100116,223919,185005,165906,101109,98387,190306,121651,161005,83286,33425,93894,100735,167922,140421,95837,76122,101856,194647,189149,68630,117899,171742,150365,82705,64829,122883,126243,65254,78237,192209,106101,95141,134988,194695,93702,133110,175292,58084,25271,107864,74933,148330,121785,150876,89253,119779,127806,113675,80097,50347,124142
104.0706977,206.5607959,104.070576,"n,n-dimethyllycine",-1.169735747,HILIC,pos,124967,166000,88507,69790,174193,153442,69719,101701,90173,96856,129231,100116,223919,185005,165906,101109,98387,190306,121651,161005,83286,33425,93894,100735,167922,140421,95837,76122,101856,194647,189149,68630,117899,171742,150365,82705,64829,122883,126243,65254,78237,192209,106101,95141,134988,194695,93702,133110,175292,58084,25271,107864,74933,148330,121785,150876,89253,119779,127806,113675,80097,50347,124142
104.1070815,35.93210271,104.106976,Choline,-1.013745477,HILIC,pos,3014051611,1129137616,1330329310,1668765442,1533655769,1586282613,3573832074,1564183983,79734031,526136851,1006128604,883060311,1299159017,1686156925,876079513,1767202318,1163598991,1269164001,26916231,2219479257,1640704640,461511166,625811896,1056321260,23259722,165498307,1628363198,1220794171,2638449391,2520942036,1036501785,826904208,382705908,1188526036,75473461,46126424,114580780,52685785,537725461,73273966,560109986,16786420,755803610,671229274,116318488,159779146,133021643,38946547,369596641,11993158,80614841,18846470,1403012226,1161259049,1850095598,163247328,161744589,100126395,96638803,87199418,79390143,85309692,81353447
114.066262,38.31660652,114.066188,Creatinine,-0.648577657,HILIC,pos,49997884,51517338,87920958,57739565,77934707,83609720,49040534,50589140,1003194,66849384,56832485,73418824,18777784,52114327,46419088,43312758,50375777,85398180,726473,80359395,38662727,10727616,55809727,39593398,1836698,2798527,37793247,64232528,81074450,28149691,63474188,74262619,28003437,46653977,4882954,1224125,4452401,1263043,8868560,1495046,11145289,501591,10343342,47901521,3281185,5454216,5352840,1539189,4961808,214013,6378558,615216,40877506,63257070,84929460,355700204,416062907,376005439,367391647,329463939,251955001,366934248,388794940
118.0862769,53.55989857,118.086176,Betaine,-0.854571775,HILIC,pos,190163381,134980708,114431619,89845819,105927957,88511940,150227298,53676011,166076967,67251408,259132186,56514481,52673139,70949817,70095820,81659525,125414877,311065753,18987888,168854614,352388550,20730839,133375112,181615277,17712364,153653397,608961166,87759412,245829648,238842400,70359226,53007065,29112126,72744843,118447041,36796470,45388586,31093508,41206503,56461697,27332935,14867167,79242276,158266692,34759392,77370569,48838482,34375652,56421969,5947915,64321291,62350309,506552717,188588370,211923349,98331169,99699818,93103130,92631520,96740110,82159640,63592497,75531855
118.0862769,53.55989857,118.086276,Valine,-0.007732592,HILIC,pos,190163381,134980708,114431619,89845819,105927957,88511940,150227298,53676011,166076967,67251408,259132186,56514481,52673139,70949817,70095820,81659525,125414877,311065753,18987888,168854614,352388550,20730839,133375112,181615277,17712364,153653397,608961166,87759412,245829648,238842400,70359226,53007065,29112126,72744843,118447041,36796470,45388586,31093508,41206503,56461697,27332935,14867167,79242276,158266692,34759392,77370569,48838482,34375652,56421969,5947915,64321291,62350309,506552717,188588370,211923349,98331169,99699818,93103130,92631520,96740110,82159640,63592497,75531855
119.0356154,104.9898498,119.033876,Succinate,-14.61281666,HILIC,pos,383986,585905,138144,216221,407035,230870,537842,292069,2257,127849,164722,489760,123577,195461,110675,368939,78340,74369,1599,772206,111661,157384,327042,135773,3531,103555,119774,130486,737180,632947,391555,223864,170730,247814,25537,40205,32587,687,115777,16827,103171,85946,132398,201766,1391,112403,2407,27160,85230,18484,483,21434,281968,284135,373994,78542,93847,194810,183049,159290,181342,111943,118385
119.0604385,103.5498174,119.06216,[15N]-indole,14.45871206,HILIC,pos,74893,324378,178762,141270,95814,243254,100134,126203,146881,154291,165337,117557,112980,184688,123915,135798,66911,155156,306232,207446,165308,90699,245552,160655,299661,260605,80482,48481,251147,262762,112315,53557,50137,166561,216018,63380,197022,173409,45877,150191,78290,147740,76390,85083,316328,131961,24178,173613,77588,118555,74633,33679,110612,250516,102593,255479,176388,244896,139674,142738,68567,101929,106198
119.060445,30.67168646,119.06216,[15N]-indole,14.4046592,HILIC,pos,503131,443442,848213,435456,380298,328588,499900,255605,75453,556343,654867,309852,197689,253266,325700,754538,150321,313353,72297,410822,528269,262749,886226,482747,79670,53022,573080,255120,510570,696087,660148,248250,134545,515924,68824,30478,63523,59082,66575,52062,51987,40397,16099,372934,69251,69851,71031,111196,144505,56441,51139,36325,350852,362958,738943,133631,85608,148600,133174,142755,58314,97425,100604
119.0642999,47.53743717,119.06216,[15N]-indole,-17.97260291,HILIC,pos,912083,359430,1398502,40571,166035,145898,208762,230163,40675,104486,167830,118964,257654,78010,1849958,59370,117136,97552,0,889430,113326,168257,56273,236524,0,73492,190291,31220,159822,118106,220058,95056,325864,1279220,91186,209297,0,0,261564,18839,128415,0,754273,12995,7211,51307,611765,514148,50878,0,0,0,329128,117938,89959,292369,373132,297032,159252,358448,223748,319828,648882
120.0655725,62.05194723,120.0655,Threonine,-0.604183875,HILIC,pos,42147165,165705303,103824272,62766140,35483310,59072156,47264859,51460526,16432757,14378576,73118939,26069456,10863146,34805450,46950962,69731418,24587203,61667503,13485807,107835720,51057788,20163430,57011331,81483193,11930507,29185872,72484982,9863505,131180063,31629001,58785850,27808964,10927540,76579957,10277359,3339136,12023084,2615579,23745261,3020022,30151084,3012312,55067537,80862521,16869701,48543349,13026339,25658891,33570190,3325848,4682401,5975075,52476323,69486079,70516945,12047548,10607725,14409099,13861488,11200870,9950266,9195361,9034421
122.0270589,56.85722078,122.027076,cysteine,0.140469333,HILIC,pos,526623,2204654,4320855,1547998,1239844,2749713,2325025,2707690,619058,1203938,3553497,3871246,2142,3955372,6137146,2615641,2788814,3502523,1164865,2938620,2240475,1150896,2088836,2942221,1013499,4674332,1603159,695531,3689775,5295964,220450,5050162,591131,1851460,2645735,666569,1251164,402470,4727067,467593,1809613,176822,2140202,2486653,1074613,3312522,1195845,1643193,3417023,473678,707805,368073,6766201,2093635,1465851,0,0,12153,2347,26880,0,2345,2104
122.0270765,182.6996046,122.027076,cysteine,-0.003829929,HILIC,pos,178217,575949,176560,274063,400232,256376,345187,303389,25610,169668,545286,74016,30475,193485,319899,1024410,218334,434666,32379,430101,1158306,287743,154723,451901,28684,270043,875563,111991,1137143,1033508,107956,148830,105635,191915,50710,27976,27843,790,82232,21490,57342,559,214148,343268,33465,65673,105850,137273,46975,17011,10908,43578,336067,888677,196419,67695,0,44134,42181,66872,46034,40806,34468
123.0437024,65.96872112,123.0441,Benzoate,3.231584586,HILIC,pos,15162900,29769180,17763166,13647936,10185971,12622519,10937884,9647038,7048213,3696735,14894180,7578305,2478508,8836933,10778983,10646811,4142644,13621624,5499012,22938983,13322916,3361183,9963188,18905038,5469402,9777833,9823388,1794363,22448978,6581218,11029865,7093602,2692337,14359530,5062776,1343877,5259193,1143596,4671869,1977935,6035747,931397,13885253,12882116,7811173,9477397,3081905,11164681,15069194,1183180,2294047,1969939,7161532,12616234,16628512,374312,942166,1280622,1371823,1971878,1923209,983374,1138481
123.0552695,34.35104895,123.055276,Niacinamide,0.052820872,HILIC,pos,511578151,444636898,878503363,339556368,309306531,307646458,573104524,276195756,20990334,157506544,557735551,177779567,170399881,253667663,298796585,771911659,165186245,330079812,3635457,317863655,438532480,240389689,809541430,480215944,4662894,12769151,545510318,96139091,448747542,714621414,664541543,242144068,104462438,442406052,18114668,5564146,6654557,3889531,53295705,6938699,42976459,1268979,30841360,368165545,8871868,31858321,10705091,11028101,40217981,1951686,4962959,1135786,286663992,384289891,735074282,1615451,2304050,718513,606066,495944,360711,675404,862476
123.0552695,34.35104895,123.055276,Nicotinamide,0.052820872,HILIC,pos,511578151,444636898,878503363,339556368,309306531,307646458,573104524,276195756,20990334,157506544,557735551,177779567,170399881,253667663,298796585,771911659,165186245,330079812,3635457,317863655,438532480,240389689,809541430,480215944,4662894,12769151,545510318,96139091,448747542,714621414,664541543,242144068,104462438,442406052,18114668,5564146,6654557,3889531,53295705,6938699,42976459,1268979,30841360,368165545,8871868,31858321,10705091,11028101,40217981,1951686,4962959,1135786,286663992,384289891,735074282,1615451,2304050,718513,606066,495944,360711,675404,862476
124.0395911,82.06486912,124.039276,Niacin; nicotinic acid,-2.540328501,HILIC,pos,69010121,64991180,107373582,69625012,82487719,44380471,67894523,50908566,9999211,39239592,52538208,44420990,19336252,45244985,56350183,54777263,24368634,49084501,2619817,65520414,67220068,13114325,33159601,67451207,7931372,11869315,27064263,12073279,45842627,53778820,45412829,38038805,20666776,36569315,6889707,3055031,4831587,2841528,15744128,3336998,15182989,1803213,17437510,46781231,5698852,30296054,11255793,19082609,18834403,1488888,2637371,2098180,43101820,41097583,59937849,5641745,8428164,18360083,18941431,23810847,26951580,12630939,14221843
130.0499139,67.99116881,130.049876,5-Oxoproline,-0.291079985,HILIC,pos,323479418,2134986501,2084921147,1135313425,874416298,1223312261,964420536,1062323753,297175629,523640281,1426914943,711217448,462188122,659239712,865657965,1259477882,619910481,1334296514,161357686,1554437009,1437178700,328461969,1139898236,1270655074,228833242,454243725,549869815,193366886,1683470554,1031393042,1235217972,961805281,192111058,1158517066,255347108,61953858,188381433,62112841,433504923,42458537,253320320,48052087,683914231,1253505428,181868079,906538262,278291176,458656987,420288142,76422396,46121462,71969270,989062892,1358928024,1192569621,382650449,444940533,420354252,442419298,391276777,379692355,375227606,356605331
130.0499139,67.99116881,130.049876,pyroglutamic acid,-0.291079985,HILIC,pos,323479418,2134986501,2084921147,1135313425,874416298,1223312261,964420536,1062323753,297175629,523640281,1426914943,711217448,462188122,659239712,865657965,1259477882,619910481,1334296514,161357686,1554437009,1437178700,328461969,1139898236,1270655074,228833242,454243725,549869815,193366886,1683470554,1031393042,1235217972,961805281,192111058,1158517066,255347108,61953858,188381433,62112841,433504923,42458537,253320320,48052087,683914231,1253505428,181868079,906538262,278291176,458656987,420288142,76422396,46121462,71969270,989062892,1358928024,1192569621,382650449,444940533,420354252,442419298,391276777,379692355,375227606,356605331
132.076723,55.9037589,132.076776,Creatine,0.401621508,HILIC,pos,115830475,261602115,1033505071,130666140,323342404,203287005,1117845545,540088049,150108051,289549323,154814890,226889518,458025630,107867139,799469745,307797984,213458457,376972249,29963672,269903628,230602903,119104664,228979919,301377887,71333692,98463740,194909314,126847345,579315973,886497659,445609620,271047551,328004734,465529768,328959342,23991460,28335490,49827420,64400060,33661357,81388466,12619260,101826065,120439565,51639352,109240185,81192086,42530973,86593211,7422616,21100365,28939373,697662945,180394276,229105108,55074742,76956988,53507604,56037503,53253397,50822679,72122288,72439167
133.0607213,75.60043227,133.060776,asparagine,0.410914716,HILIC,pos,28612260,156029496,152913344,56380596,33097191,44565781,68885534,49589144,12588166,20134519,47492181,39478801,6434114,35246266,42912622,89912853,29667059,42547330,9469367,100360631,40239055,19082782,62025178,60276056,12436699,32945034,46944245,9361526,117352850,41225946,58284717,29508823,8678768,63150258,6282231,2249176,6554700,1198730,20933231,1290912,31727377,2506767,38279127,49690707,6625737,76995388,5452148,24642624,36429674,3003077,3438082,3119800,58081993,49649946,56394401,11547316,8028180,11758708,11678420,9186568,8991497,7028611,7252651
134.044807,66.72947188,134.0448,Aspartate,-0.052230881,HILIC,pos,83039565,87849280,48483294,43259488,61341082,51524184,118636159,61974567,13175589,25684443,43396673,11467783,35043113,46347217,53369804,56358603,35972344,65220320,5954486,62394345,18744721,11562275,56411663,44922699,5407564,45081331,91086206,20117757,96357941,82382654,55322195,43211095,6084076,58307517,10373163,4668041,9742041,1656138,40811380,3041856,28576303,2465876,36217536,33974862,11695634,56376320,8863584,19020309,36076095,1019432,3549963,3360287,55066912,58074999,65016396,395527,552972,331654,335001,307064,336856,394231,371112
