mz,time,mz.1,Name,delta_ppm_vec,mode,ESI,F1,F2,F4,P1,P2,P3,P4,F6,F7,P6,P7,FVPTC2,P8,FVPTC3,FVPTC4,FVPTC5,P9,P10,F20,FVPTC6,P12,F12,F13,P13,F10,F18,P18,P20,P14,F19,FVPTC20,FVPTC7,P15,F14,FVPTC14,FVPTC15,F15,FVPTC16,F16,FVPTC17,F17,FVPTC18,FVPTC19,P16,FVPTC8,FVPTC9,FVPTC10,FVPTC11,F11,FVPTC12,FVPTC13,P17,F8,P11,F9,nist_1,nist_2,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6
154.0621701,24.02342861,154.062224,Histidine,0.3499103,C18,neg,13366128,45818943,33887154,15662640,10890047,18911734,16956799,18483767,7976291,5436691,24809129,9087744,2474894,13137135,19492472,19696007,10651347,19518403,8116310,38356684,27116138,28950571,26576561,27388522,5308218,14127732,25036733,9173120,45304857,12658538,12978639,10787506,15003087,25969751,4428926,4444106,5820507,2844980,17196532,2720157,20605834,2660332,41602755,32635725,8094617,18648118,5328927,14258962,23585616,4845440,4766081,9932996,18705305,24242757,21562043,4557068,5311088,4325306,4447692,5410560,4796683,5101827,4996700
155.0325314,47.72967893,155.035024,"[15N,13C5]-L-methionine",16.07787763,C18,neg,125267,70936,32573,78179,118681,122499,90436,119536,18797,102812,74887,105588,116296,91755,83050,64869,122717,85827,40611,73378,87041,67438,36532,52224,38710,6307,69623,153889,51280,70194,132606,83889,100824,67316,36112,36013,31180,46056,54866,34288,81945,29470,61072,90407,48293,71662,86766,42903,54798,30189,31815,43173,85780,0,80139,204121,358722,233761,236422,354922,280902,291504,316433
157.0367393,21.63418172,157.036724,Allantoin,-0.097697956,C18,neg,42263,1358,7031,3973,147771,252947,29939,596,689,91393,6916,40937,7703,64070,1321,630,2186,7555,0,681,0,0,36560,0,5126,0,0,102966,592,0,0,70405,1826,0,3969,35881,95616,0,33046,0,38969,36072,0,0,0,447,36960,626,0,0,0,0,5890,86811,703,64334,114022,29532,124168,74753,74493,44432,46156
163.040237,21.42769211,163.040024,Sodium phenylpyruvate,-1.306243435,C18,neg,124953,304664,212707,129597,78030,287356,84723,89777,26294,68133,302117,61767,28879,89486,86705,111785,728702,338333,39271,213164,197036,192306,264761,1138468,46522,83969,11085877,40864,270923,59265,119429,85180,202763,217052,25598,25248,52488,89235,79654,41054,170595,108599,274279,355754,72454,120922,61485,76693,187614,43953,44209,65570,101231,233050,142444,94344,73568,55755,41843,70208,46414,60174,36389
163.0431445,142.3759951,163.040024,Sodium phenylpyruvate,-19.13964912,C18,neg,29682,32942,34607,15649,25365,29068,21107,28884,33623,25025,45392,30126,14006,17330,25204,33457,5216,12022,5525,5815,17400,36774,4308,8759,11733,30907,41457,12524,11458,33180,16033,17239,23154,11352,47520,7013,12069,18718,30720,36888,8933,7734,7252,21497,26322,34903,31087,35764,17587,48259,10970,28155,27626,18639,9595,28635,42312,18365,50411,25815,4133,41874,17876
163.0764574,227.9912396,163.076424,Methyl 3-phenylpropanoate,-0.205089584,C18,neg,113824,77126,232537,77987,82211,72609,101536,49915,77484,44203,51585,32646,9492,87259,35415,73232,52916,48498,47081,68767,55752,78787,33378,92193,22204,69898,72941,65462,105754,57905,77587,50845,45290,18627,36826,45082,41494,33026,107778,65553,47947,49880,84517,92937,42585,28876,32099,25449,81425,7068,22437,37486,79278,62891,69196,35927,64851,56479,50886,11308,22419,54627,62611
163.0764871,38.14884032,163.076424,Methyl 3-phenylpropanoate,-0.386913457,C18,neg,76604,30293,18544,26506,56215,86487,28419,47006,58343,49622,43630,46975,104888,23695,72358,57789,60331,12956,34011,52997,103147,15793,72534,32625,47938,27064,34075,46702,7646,22896,42537,22345,96511,36920,30766,30061,18281,30208,17340,61630,31009,35300,34648,44510,51911,130478,34057,30992,35936,20420,24350,39975,38454,129257,15603,128572,145078,164916,172919,209205,243669,148596,174918
166.0509866,25.15261399,166.050924,Pyridoxal,-0.377142376,C18,neg,639637,536710,167621,323370,82293,101869,82572,50268,27960,266054,191985,129129,110147,142345,114487,217982,23459,185039,85068,240387,86110,305676,459409,248636,53509,74042,97333,93133,75542,162245,1156804,57632,193968,92099,18448,68838,95535,64277,82484,77929,32343,73931,405658,54966,35481,142576,98416,132057,64202,82039,33424,126091,46313,76608,79056,219079,288223,216060,209274,159573,181352,274573,271720
167.0211037,19.10047667,167.021024,Uric acid,-0.477369214,C18,neg,7927285,11473432,18962282,9816286,9392767,23460298,17281336,19374748,803249,17098398,26228266,46485861,7738115,12411801,26505959,14098151,37990895,33245245,733882,21073349,27688227,7404651,13623540,14851262,2412418,1949508,57611979,29440965,18641601,10035335,18832281,35804148,24545024,11678236,2614930,1928350,2422171,2554180,13760074,1872009,4330729,161410,19040705,31350371,4819790,8488014,5641303,2738794,6567907,2110276,1007752,5613551,18749119,27634444,14481686,17101267,15758881,51892140,47949184,59834170,65400300,43426053,41914046
167.036005,47.00531337,167.035024,homogentisic acid,-5.873214422,C18,neg,73879,45296,102996,91300,29120,59671,37997,50177,153211,156326,101280,48711,45854,19432,21687,42676,28604,51866,68765,112331,115730,49083,38622,169854,182844,70844,95369,30945,139112,37153,116949,216631,130056,33795,46861,64036,56311,155397,55459,60388,172184,0,151802,37822,97716,136062,47676,129262,48111,0,50379,69264,56364,75025,122788,18467,87875,77678,92344,22611,83649,82829,58663
167.0371293,197.5857977,167.035024,homogentisic acid,-12.60421143,C18,neg,0,0,0,0,9735,0,0,0,102877,0,0,0,0,0,0,0,0,0,363204,0,0,0,0,0,221950,295430,0,0,0,0,59498,0,0,0,181497,180876,267899,197759,0,29317,0,123632,0,0,195761,31272,181649,177075,53971,309496,211708,249401,0,0,0,18848,215969,60724,42140,0,26358,0,636338
167.0801829,39.51105046,167.082624,Pyridoxamine,14.61003214,C18,neg,0,149813,49195,0,0,0,0,0,52843,0,0,0,0,0,34931,39678,0,0,59894,90502,0,0,53294,0,0,70968,0,0,70118,0,0,0,0,0,0,0,0,0,0,0,19102,0,21815,87854,0,0,0,89541,73847,0,0,0,0,51864,45434,0,0,0,0,0,0,0,0
167.0825317,201.6192804,167.082624,Pyridoxamine,0.552250371,C18,neg,37790,55501,76557,73302,55974,83525,65773,103372,47601,72726,33325,86747,37702,48593,45679,35101,66811,49774,143521,51923,108467,90924,94912,104340,107089,69036,84753,99923,116353,55037,141182,67693,65851,114007,157028,35108,57271,32018,36682,74198,70934,55571,89727,74207,84465,111988,51842,56207,55065,144727,68729,66992,39709,59268,61690,33296,30244,38976,9039,43175,21034,102367,126512
168.0665851,22.15875888,168.066624,Pyridoxine,0.231541766,C18,neg,148405,45858,28742,54464,55637,32823,50438,52194,42477,19152,54658,46105,47987,38402,40828,64522,38759,46413,52919,39391,57719,30342,48582,37704,57938,50731,67820,59904,34059,43314,56667,60929,41613,48173,40748,49390,58274,26163,70265,3781,43087,77686,39003,23195,32597,96801,32398,61217,49239,30625,60657,24992,31753,42268,36013,50838,101249,86287,99657,36294,88942,100031,69498
168.0778054,186.9277302,168.077824,1-methyl-l-histidine,0.110935884,C18,neg,171441,178152,173770,103823,92095,187859,27359,153669,170309,212621,96270,185068,111510,166919,244273,243139,197765,181518,264517,392748,396450,144148,212427,138946,464172,224925,16889,435431,29919,446410,464681,198242,73232,353792,685733,271284,227001,0,207338,245004,145342,216994,48983,264474,100658,534969,200360,228912,249731,500162,259828,201251,32388,249222,203238,73529,730824,104814,111854,84517,247134,551613,837167
168.0778897,23.1205244,168.077824,1-methyl-l-histidine,-0.391170051,C18,neg,93445,51119,118634,82477,112624,85426,105997,38814,89526,176010,99072,337768,48750,102141,168690,197138,64992,99112,61737,197172,51199,106761,44030,37343,40288,59556,69985,99889,150051,437583,60522,101157,199217,37253,51912,58861,49179,77810,89572,80729,36442,42280,82206,145580,43096,64292,35425,44258,81470,52075,82026,144390,112426,158849,157765,213449,337965,293822,287110,375817,286955,415205,397459
173.0091903,21.8291072,173.0092,Aconitate,0.05586096,C18,neg,29483108,48277812,25320887,33052751,36367333,17839545,28864836,21956495,2571215,4317307,16422546,9297178,1717314,24358531,16909402,43652612,5323140,21634859,1037948,23331870,14767897,43698128,28026633,23073786,1932319,8135123,31560648,10476659,48796233,27550846,71612351,9853591,10677871,32206672,3029445,7992713,1342102,627623,20660842,1324404,17453642,1206002,17995708,7492895,7530745,15836570,17367834,2522310,9888941,4048146,1131001,4366315,16147307,15465119,28075090,46512,68322,167025,138383,319654,270164,96914,87876
173.1043043,43.34019041,173.104424,Arginine,0.691574578,C18,neg,3594413,99203539,8983360,33589158,16235104,25066292,24198701,37226036,2138385,6472099,34122872,10651544,6364518,2850439,20499667,10195017,16197993,37475284,17062054,67971450,39670896,13400791,22109890,42871960,11889044,23606965,44011260,7513673,56894700,5841595,31714678,19260552,22575884,52665374,6910505,4158303,8379112,2419659,17964214,1864134,16707191,3346541,81832644,79932343,12270968,35321947,6711001,36126106,34162109,8439630,7042074,20092864,32791240,44235735,41682845,1123206,147184,231441,2899244,208388,168854,1744856,106882
174.0885074,19.89215963,174.088424,L-Citrulline,-0.479087162,C18,neg,155235,173590,684554,169275,139553,443806,287642,297296,1243024,279420,525679,159503,214880,154202,149261,261508,433637,487477,33503,351650,610864,390244,342074,305636,35445,112413,746707,339311,428989,170260,0,213074,473195,161441,34508,52437,96720,41657,299575,47537,260338,0,378187,387316,67754,102185,77366,0,199984,35364,136802,331766,315112,548854,261402,480316,408439,516016,514270,817118,587319,534813,436979
178.0507433,276.8471612,178.050924,Hoippurate,1.015094856,C18,neg,4311192,4540228,4607388,3916205,2316937,4077277,3874841,696996,1769051,771317,786120,4062477,3913654,3686736,541002,3623082,4477854,3832221,1705771,710044,3400641,3140627,2619261,3516752,4314761,1840452,3322809,3076527,534015,2667767,1600544,4186732,1431259,2567644,1755922,914066,220963,1770834,2885638,1652804,3068347,316097,499154,1450094,1137190,2820706,2978801,477887,3123296,72923,294982,817897,1166593,3541656,3531629,2993548,122424,1107150,3979348,736731,140644,1385806,1201137
178.05094,21.34409473,178.050924,Hoippurate,-0.089764589,C18,neg,426126,410344,2691243,400788,838640,950593,372060,303523,1355449,2690821,796861,777400,493378,2671963,2671110,2541510,473523,2486926,1245392,466614,879964,2549403,2485248,648365,1948179,2366872,284342,960323,1091608,2556156,806220,1587457,206042,523643,573700,1784103,1772555,631085,857003,2104416,2505382,238779,2356814,234692,920028,2024613,2063985,2000084,311306,182659,1305963,1341133,2674171,960297,782794,1611341,2684470,1265433,1188835,1449820,1393551,1646499,1849993
179.0351014,21.65364514,179.034924,4-hydroxyphenylpyruvic,-0.991024768,C18,neg,72676,45192,129363,38647,53080,201542,29774,52268,34846,102980,155427,62192,44868,43371,57877,33949,319422,95547,36778,31405,80986,56420,86096,277292,33245,36110,4754389,79876,28602,40697,58288,42186,150373,27987,44174,51337,48791,49186,55657,57736,38273,58713,148780,85199,50312,31371,43842,50233,55634,47614,46502,32151,38981,95887,45703,107353,111964,42441,211444,143173,55324,144726,113029
179.0351014,21.65364514,179.035024,Aspirin,-0.432474285,C18,neg,72676,45192,129363,38647,53080,201542,29774,52268,34846,102980,155427,62192,44868,43371,57877,33949,319422,95547,36778,31405,80986,56420,86096,277292,33245,36110,4754389,79876,28602,40697,58288,42186,150373,27987,44174,51337,48791,49186,55657,57736,38273,58713,148780,85199,50312,31371,43842,50233,55634,47614,46502,32151,38981,95887,45703,107353,111964,42441,211444,143173,55324,144726,113029
179.0560963,23.63053857,179.0561,Myoinositol,0.020479554,C18,neg,35885394,26379848,34320314,20290687,59641226,29874655,26793002,35448209,4991601,21683570,29847119,32931955,9368283,29771198,37016117,29308976,14339347,31356366,8199479,28225983,33676618,36323991,44056894,14937010,11460835,14925207,39484535,51707927,37466729,32923844,41889809,26145401,22042378,42809268,9431694,17814981,8948032,4563848,64689875,5302952,56312657,4597704,36651912,26746484,14395375,36313159,34849034,12518739,16843996,6600683,7353085,9974930,9900578,24714865,33427618,10618549,12281823,7417153,6927142,9599575,7560447,7198550,7032947
181.0604225,22.61199699,181.063524,Triethyl phosphate,17.12938667,C18,neg,293833,423844,420557,144419,552981,257803,142717,246061,149379,157865,232646,240803,56207,219165,290300,200035,95806,275353,0,266350,258833,245178,366546,218914,76874,92606,335129,465103,289634,268136,330835,210657,162078,366080,44243,119152,38127,37166,576236,27650,550407,71303,374552,252794,91979,275285,292385,0,141559,33755,29943,63559,65264,188623,229349,43808,87785,62820,25318,164541,40236,23221,0
181.0604225,22.61199699,181.063624,[15N]-L-tyrosine,17.68166926,C18,neg,293833,423844,420557,144419,552981,257803,142717,246061,149379,157865,232646,240803,56207,219165,290300,200035,95806,275353,0,266350,258833,245178,366546,218914,76874,92606,335129,465103,289634,268136,330835,210657,162078,366080,44243,119152,38127,37166,576236,27650,550407,71303,374552,252794,91979,275285,292385,0,141559,33755,29943,63559,65264,188623,229349,43808,87785,62820,25318,164541,40236,23221,0
185.0761799,22.43257706,185.076224,[13C6]-D-glucose,0.238207405,C18,neg,28492833,25032309,26559588,22934990,21636724,27252941,19777523,26960892,32718973,21019045,29484637,23612061,20627844,30969398,33507699,24465475,24873216,26868119,45565142,25065824,25167287,25420295,16059720,27275417,28638491,34019989,19610199,19415931,22472313,21411493,18365574,24202869,23087957,20090899,27162401,23216840,28472998,24318930,25797952,20185119,26390514,24114996,33007965,22486757,41918266,34338714,31240446,43636797,36997511,29766470,24732778,35825414,29595251,21337880,27248155,5179467,5474463,6654429,5641774,12239340,7512592,6772098,6917222
186.0527205,220.1618539,186.056024,3-indoleacrylic acid,17.75535508,C18,neg,9350,0,22711,9905,5029,36979,1478,9185,34994,43314,30385,18584,15791,3095,6181,47138,2928,16058,0,21038,0,7620,27019,27924,7435,0,273,7208,4607,3755,10224,13934,20971,11127,10257,0,0,0,635,7283,33093,9972,7852,34263,27961,4422,31436,50565,5732,22431,31539,53961,45665,26500,8589,16643,42483,4980,43285,8157,0,6863,11778
186.0543548,25.72562581,186.056024,3-indoleacrylic acid,8.971240802,C18,neg,26939,89269,105256,28151,90697,37838,29283,251797,42443,0,18582,33693,34530,49688,70963,46783,113946,28317,20189,122520,4846,76050,76446,60359,0,0,14974,0,79368,15758,57240,0,61104,73841,23626,11632,0,18331,77909,9657,0,1448,26873,35671,0,34405,32468,30406,70741,8579,612,11644,41622,48631,34183,119441,12672,66784,49192,0,123322,101402,70389
191.0196635,20.23030481,191.019724,Citrate,0.316982868,C18,neg,1265582816,97396667,5877263,14758973,1387936951,480724325,12111551,115586467,3464638,5558736,4712849,13478817,35491311,516161228,4904410,23725641,21812455,155495068,1360078,234070180,4361039,13212861,10943891,5082528,6790089,4408119,10439170,218744704,7356213,12178113,154057264,9117584,21217714,10363227,2313859,144386386,3495881,1000127,57544590,1635705,368683137,867375,42448912,5147038,105978006,56092833,699010744,11588367,18640530,19630221,2251879,7974070,16467761,71063667,314220934,613452,328115,2444751,2266399,5977809,5076411,1264089,950821
191.0196635,20.23030481,191.019724,Sodium citrate,0.316982868,C18,neg,1265582816,97396667,5877263,14758973,1387936951,480724325,12111551,115586467,3464638,5558736,4712849,13478817,35491311,516161228,4904410,23725641,21812455,155495068,1360078,234070180,4361039,13212861,10943891,5082528,6790089,4408119,10439170,218744704,7356213,12178113,154057264,9117584,21217714,10363227,2313859,144386386,3495881,1000127,57544590,1635705,368683137,867375,42448912,5147038,105978006,56092833,699010744,11588367,18640530,19630221,2251879,7974070,16467761,71063667,314220934,613452,328115,2444751,2266399,5977809,5076411,1264089,950821
193.0703828,22.26328555,193.0731,Caffeine,14.07343622,C18,neg,65231,106463,71666,94880,0,56132,0,0,0,0,46882,0,0,12327,33335,0,10148,0,0,68072,0,0,46094,101077,0,12801,56957,0,53576,0,117182,56594,0,53874,25466,0,0,25908,0,14334,45874,0,35231,0,0,0,0,23720,80337,0,46450,0,30916,43061,0,22597,0,0,0,0,0,0,0
193.0717361,196.5712754,193.0731,Caffeine,7.064175097,C18,neg,519732,224907,412458,197840,418012,409612,447453,851350,469498,415987,252086,491604,347693,398998,450814,534530,499941,539449,2189694,1135028,1030487,339664,461070,182998,1180491,625948,19462,1216868,1210544,1195015,1428814,1051418,742338,27402,23288,622368,15190,621270,25035,642488,820069,683026,997032,137109,983284,1075786,731631,978282,468826,772008,696684,626279,500355,968301,984879,0,787120,150555,132056,319689,0,1583062,869828
196.0830863,27.48912632,196.083124,[trimethyl-13C3]-caffeine,0.192386021,C18,neg,35113,48645,24200,45894,39806,22421,32188,34154,41403,33006,36417,57409,35943,34143,40019,33432,28355,41421,37450,64962,32695,26835,15862,41534,49827,46664,21853,25513,46147,28342,15036,45009,17719,22364,41783,42432,42590,33176,28549,44141,24983,34778,54417,33000,30821,49018,34928,57485,52511,36134,43306,46517,37910,41458,38234,0,35100,0,0,0,0,0,0
202.0505848,128.6325687,202.050924,indole-3-pyruvic acid,1.678545029,C18,neg,27924,20788,53781,30656,18613,31611,60740,60892,9173,60839,25311,32793,53402,19472,46175,32971,26265,7155,29373,43676,24989,41453,13814,12270,39156,7330,66600,46916,12369,7818,65523,11949,37436,22296,7414,11469,13246,29236,17617,14252,16568,37673,69506,9692,6024,41254,1845,11580,54208,34364,36133,9309,25260,36296,10162,86038,31697,28652,67160,32035,45425,26500,47348
202.0506703,285.6181094,202.050924,indole-3-pyruvic acid,1.255665102,C18,neg,40080,14830,35062,12160,18407,12578,6240,18513,26133,25470,34568,21406,44036,18328,24051,7890,27682,21235,10290,10461,27409,27298,24520,11533,27967,36675,51743,31616,25749,36437,37066,25602,14454,21458,20640,31662,4283,32926,30300,13911,36694,7417,49390,1315,617,27690,14208,19441,52070,5126,7430,8515,17701,31108,31094,45024,20329,23930,45457,18039,12761,23679,10432
202.1086045,20.95698974,202.108524,Acetylcarnitine,-0.398488161,C18,neg,320210,11808701,3544601,2207861,302630,1325365,1262396,984987,97133,160364,2203510,1069289,88707,927951,2550208,1694088,370156,2439491,174377,4117442,1250988,2070532,6250958,2244728,159984,283763,2624866,159860,6190140,1188572,3384187,652192,529516,5016949,338207,118185,231521,116213,278103,203694,752747,174825,5120423,4380286,146729,695157,270130,239866,889687,174805,599618,105005,1403409,1345603,1320966,13652,708,7195,627,4630,0,4108,141368
203.0825274,23.36330737,203.082624,Tryptophan,0.475451829,C18,neg,10983852,53389386,27636575,11900868,7469160,16208206,12110343,12479621,3172928,4283651,16409121,7176891,662203,9662612,12336708,11401795,5099344,11104711,2169979,26969608,11367114,16616200,18513138,22044118,2367965,6342507,10834063,6168289,23129409,5116029,11791355,6683796,9964129,18676642,2640353,2219447,2921408,804728,6088953,2555068,9122741,887034,26540637,21550095,6177301,11898431,4189483,6778878,14233418,1514410,2073424,4198809,11364368,15170630,11862507,17133701,20179268,16533093,15742159,13323954,12258742,15150970,16653490
204.0661169,280.1509769,204.0666,Cinnamoylglycine,2.367605865,C18,neg,23830,33825,39201,37464,25813,31001,34761,48599,29767,11336,19163,38691,42641,33945,21612,11577,22907,31580,31231,46131,39288,12737,20192,24173,29828,31057,27264,52098,52174,11720,17461,42844,5775,49365,20867,7611,23116,34071,40647,30043,12329,33667,55672,19981,17073,37340,35498,37382,51349,36563,15382,26729,14971,42182,14189,35398,25654,49748,25804,19129,673,12712,14105
204.0661169,280.1509769,204.066624,indolelactic acid,2.485214236,C18,neg,23830,33825,39201,37464,25813,31001,34761,48599,29767,11336,19163,38691,42641,33945,21612,11577,22907,31580,31231,46131,39288,12737,20192,24173,29828,31057,27264,52098,52174,11720,17461,42844,5775,49365,20867,7611,23116,34071,40647,30043,12329,33667,55672,19981,17073,37340,35498,37382,51349,36563,15382,26729,14971,42182,14189,35398,25654,49748,25804,19129,673,12712,14105
204.0706666,16.98311543,204.0666,Cinnamoylglycine,-19.92774899,C18,neg,0,1026261,383916,280136,0,39986,72254,52362,95756,33352,291756,96457,25821,64127,181363,185362,70886,128147,263798,404194,137881,326562,300530,829256,222272,325837,129442,0,502404,71569,76796,91318,295181,235887,95913,31699,20349,0,20115,11107,49358,15328,713373,507957,88764,295758,0,450691,220651,56582,24588,82760,217372,148102,139680,0,0,47909,55624,92609,42748,70389,76206
204.0706666,16.98311543,204.066624,indolelactic acid,-19.810138,C18,neg,0,1026261,383916,280136,0,39986,72254,52362,95756,33352,291756,96457,25821,64127,181363,185362,70886,128147,263798,404194,137881,326562,300530,829256,222272,325837,129442,0,502404,71569,76796,91318,295181,235887,95913,31699,20349,0,20115,11107,49358,15328,713373,507957,88764,295758,0,450691,220651,56582,24588,82760,217372,148102,139680,0,0,47909,55624,92609,42748,70389,76206
207.0773765,174.2972576,207.077524,Kynurenine,0.712277968,C18,neg,7832,35208,3222,45022,7673,37633,25610,41718,9189,9731,9926,40018,71754,5425,18399,10106,11707,32779,21614,29290,40833,40449,39097,14758,20617,29137,22003,15873,26517,19296,33198,16353,10030,15944,12631,38389,12342,5843,21073,13306,978,21245,42171,15820,45016,6442,16398,7651,37420,6702,25768,48078,4268,8751,13365,8418,15334,34955,10141,27980,15357,49838,41465
207.0775776,22.14437423,207.077524,Kynurenine,-0.258826723,C18,neg,33767,39698,123984,1313572,72515,407595,16804,35649,2824,138296,190995,190328,29221,32182,262065,175504,191235,211051,92430,237908,340599,41599,293497,326914,20451,129838,600098,49852,89612,128930,128041,128435,112937,42215,29841,56313,17124,5756,48108,18948,93489,12532,49952,214271,26777,91261,173780,102574,203679,55618,21224,164235,76808,86275,114628,108549,148428,119931,108846,106706,85357,125747,103520
218.1036424,19.05164991,218.103424,Pantothenic acid,-1.001483769,C18,neg,2484699,3774416,5602110,1735753,1740872,1969287,4416234,1847137,1039299,439535,2777819,1688908,703278,1775143,4373666,5627331,400134,2374240,228292,3653740,2710640,7336062,2813231,1845550,478807,2109570,2318076,949929,3358720,2548269,1568085,858915,1278563,2821857,377500,2189311,627932,372833,2970041,502369,1628632,237889,3816715,2505873,660876,2339430,439356,2292270,1589522,329947,561607,466853,1518076,1457525,4410955,69668,14715,85689,90932,61603,58276,19979,17038
218.104654,218.0225155,218.103424,Pantothenic acid,-5.639673149,C18,neg,200265,190573,53058,201070,220997,219664,100061,122942,313953,374666,235812,312371,244694,285913,309337,278867,88259,325306,1408567,338858,351241,249717,273800,411648,711904,311175,240744,320131,366717,282308,163906,613079,380014,279144,985827,648937,125439,81460,95410,530514,307744,55133,91819,208838,45083,797701,122967,683899,234365,645127,76718,80640,276182,307407,347951,107414,403015,169139,227162,100137,46730,473991,1391196
219.077264,136.853616,219.077524,5-hydroxy-l-trytophan,1.18659843,C18,neg,834,63184,60219,57742,40046,21236,61351,9447,44261,39509,18203,39038,10102,30178,18053,19946,27963,28909,30129,44911,41134,41151,26168,40969,18199,36652,24411,22667,39956,33484,29654,32196,33888,46519,28360,52511,30803,17361,11548,26236,6893,4269,28298,22430,29312,4289,36406,6531,18299,21511,27148,8072,29296,43535,22906,58841,39538,7230,19931,863,12438,22495,7224
219.0775293,22.94731746,219.077524,5-hydroxy-l-trytophan,-0.023965115,C18,neg,114840,415820,219771,118859,94307,190505,98130,109975,134344,203482,170181,75304,82555,113827,161060,108394,76752,113828,158850,337144,178005,271320,389402,350842,91247,119004,389182,148918,849796,72961,175522,90151,146088,279272,97921,86275,153329,80436,127297,211321,226548,107712,622850,290134,217165,175899,118957,231472,491819,103926,153975,149443,111494,200588,87459,317684,610990,193894,181664,203304,166286,311314,313333
219.0813059,20.07829668,219.077524,5-hydroxy-l-trytophan,-17.26291779,C18,neg,12224,146756,325008,78318,0,0,0,0,79096,0,137674,42601,0,40791,41954,62117,54765,96267,59779,58883,77016,0,105593,590514,128405,101118,0,0,0,0,0,35263,217831,60496,33284,0,0,0,0,0,0,16618,0,217729,0,34233,0,182570,34758,27209,11465,27191,129227,14050,68384,0,0,0,0,0,0,0,0
237.1339934,270.4744125,237.135724,Pirimicarb,7.298006339,C18,neg,0,0,0,0,0,0,0,0,296820,63718,86513,39544,34581,41509,19033,17591,673,644,701703,1023,0,531013,405024,0,639964,33138,816015,1010007,60972,592783,307191,134618,0,287487,752517,439299,286799,101788,790331,1076010,178723,215677,356045,763,426896,241602,781149,1413996,720803,538059,182373,373263,2378,32976,224,0,253695,0,0,36094,804,405987,75019
237.1341678,114.9072275,237.135724,Pirimicarb,6.562322301,C18,neg,0,0,0,0,0,0,0,0,145444,171505,135585,133106,102701,126183,45693,4130,54623,2302,180939,43883,9141,903456,643986,10211,124875,90049,761165,1345667,173309,1059784,554933,186122,6337,495679,356043,71783,1686934,807745,343448,1402200,73671,2246970,213149,12675,318040,72582,50301,84333,1150231,89253,36308,191372,24792,130338,26865,0,240737,0,0,216723,15943,75174,592290
239.0163928,21.16432326,239.016524,Cystine,0.548741459,C18,neg,887767,4561773,1552713,2198625,2508191,2471268,2537267,2458668,1016378,1737323,5953801,951882,352030,2306396,5405915,5903013,3073153,3607725,1439475,2547147,9807555,7227283,2916147,4043458,636060,13607458,10012589,1492044,7983701,14370665,103223,1473752,2203399,2145196,3691125,1971951,1192231,530154,3422293,2026449,1956224,236378,5632845,8784075,2146174,1881446,3649139,6989044,3240770,1528874,1277539,2367094,4162178,5472260,1084237,99341,61375,168956,182863,435232,310153,131947,141710
241.0231733,20.76515254,241.023224,"[3,3-13C2]-cystine",0.210148666,C18,neg,9432928,4804120,2764853,7981736,4816770,7155444,5969891,8039674,51018261,9907600,6550481,10828926,13652916,10536106,13547283,2488030,11841846,8009915,72145321,3501948,4572195,1916416,666783,5395376,45276112,33852426,1697424,8318855,848354,2036785,5957908,9898018,5700439,3078577,44465970,31675161,47758579,48288463,15598260,25988059,13037884,36732831,8238717,3243360,45444826,29881822,42652749,51351943,27190380,53084846,37780302,47259193,11701616,3828466,2763372,453236,159845,668704,683162,777632,777805,296957,342407
243.062295,21.87840454,243.062224,Uridine,-0.291930024,C18,neg,21865127,25094038,7863146,26923002,22094989,3049582,3233644,15441474,740162,3497299,3242691,12783728,7055368,15073716,26357814,13067736,1834648,3481063,3452588,15792154,1178004,13621331,5726525,14159632,4600343,4089720,2364165,10103131,3259248,5507665,34548045,11212850,4504112,16221939,4352217,3098747,3033301,1833765,21868251,4186163,3437799,2078293,12833767,2366821,4622271,11771436,6599513,6488610,7885909,2433110,1713284,1974286,3785027,3905515,13221585,1037333,1696421,955774,809635,1017385,1158375,1270747,1339826
243.0814394,134.0508537,243.080924,Biotin,-2.120314299,C18,neg,18687,12583,44110,41079,34017,33292,30253,32855,19553,21677,32618,7859,65531,26356,20769,59263,32777,43693,24513,39019,22757,14942,33090,40638,42102,34557,64063,32707,36908,33784,41546,11091,3367,33070,8838,40721,21880,33960,8335,24791,33543,36146,21985,32117,36633,34480,32676,10275,50419,38719,48128,25391,12804,10916,12024,114439,51376,9973,13286,16639,45407,14734,34229
246.0208065,25.02717742,246.017324,Pyridoxal phosphate,-14.15542275,C18,neg,0,76668,179622,70968,21862,0,26980,24128,0,0,77010,0,0,3765,11129,58827,0,58215,0,76775,47314,93346,7366,134407,0,97560,94011,0,174028,34603,84911,25401,30824,35287,0,0,0,0,0,0,0,0,19883,60169,0,27241,0,0,0,0,0,0,21692,37783,85168,0,0,0,0,0,0,0,0
253.0500835,17.51737008,253.0506,Daidzein,2.040947194,C18,neg,1409907,277378,2042568,82580,276912,313129,1115696,305836,105172,94615,1418767,74572,379724,196421,293115,2770847,453576,1013256,71871,277485,891783,878257,798808,1165692,71137,1578340,1647257,270551,2563717,2129672,185920,373881,277609,266132,120357,95538,33024,47333,74571,33208,65666,12077,388926,815344,33570,118290,119464,233940,157006,40781,103393,132449,1424504,1035939,426232,6593,8604,40687,161404,37649,53579,7823,0
