"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Aspartate and asparagine metabolism","114","73","71","106.31","0.003127","0.0056856","0.0068049","100","1","0.34397","0.625416","0.748539","P1","EC00034;EC00035;EC00036;EC00028;EC00031;EC000193;EC000194;EC000196;EC000462;EC000463;EC000587;EC000588;EC0001763;EC0001764;EC000459;EC000461;EC000134;EC000135;EC000136;EC000137;EC000139;EC00022;EC0001401;EC0001402;EC00024;EC000199;EC000200;EC000201;EC000828;EC000829;EC000830;EC000831;EC000832;EC0001761;EC0001083;EC000936;EC000934;EC000937;EC0001776;EC0001778;EC0001779;EC0001777;EC0001129;EC0001130;EC0001131;EC000343;EC000547;EC000121;EC000122;EC000123;EC00091;EC00092;EC0001012;EC000714;EC000713;EC000368;EC000369;EC000370;EC000371;EC00052;EC00054;EC0001428;EC0001429;EC000220;EC000437;EC000438;EC000439;EC00069;EC00070;EC00073;EC00074;EC00075;EC0001013;EC0001014;EC0001182;EC0001183;EC0001184;EC0001185;EC000869;EC000870;EC000621;EC000622;EC000623;EC0001753;EC000742;EC000743;EC000775;EC000776;EC000777;EC000644;EC0001094;EC0001095;EC0001096;EC0001097;EC000166;EC000354;EC000355;EC0001958;EC0001056;EC0001057;EC000767;EC0001432;EC000784;EC000785;EC00055;EC00056;EC00057;EC00042;EC0001780;EC000172;EC00050;EC00051"
"Glycosphingolipid metabolism","67","37","35","43.773","0.012445","0.02802","0.0069941","0","0","1","1","0.7623569","P2","EC000565;EC000567;EC000568;EC00039;EC000379;EC000380;EC000381;EC000383;EC000167;EC00037;EC000352;EC000288;EC000289;EC000345;EC000346;EC0001466;EC0001467;EC000525;EC000526;EC000311;EC000312;EC0001033;EC00059;EC00060;EC00061;EC00062;EC00063;EC0001463;EC0001464;EC0001465;EC00022;EC00041;EC00023;EC00024;EC00076;EC00077;EC00078;EC00079;EC000206;EC0001588;EC000178;EC000176;EC000177;EC000679;EC0001589;EC000923;EC00064;EC00048"
"Beta-Alanine metabolism","20","13","13","18.76","0.019994","0.065165","0.0071515","99","0.99","1","1","0.772362","P3","EC00034;EC00035;EC00022;EC000644;EC000418;EC000419;EC000420;EC000368;EC000369;EC000370;EC000371;EC00043;EC00044;EC000173;EC000175;EC00036;EC000343;EC000547;EC000236;EC00052;EC00054;EC00033"
"Histidine metabolism","33","23","22","45.336","0.020136","0.041824","0.0071545","100","1","1","1","0.772362","P4","EC00034;EC00035;EC00036;EC00032;EC00028;EC00031;EC0001121;EC0001122;EC0001123;EC0001240;EC000467;EC000468;EC000469;EC000470;EC000471;EC000653;EC000654;EC000655;EC000656;EC00043;EC00044;EC00055;EC00056;EC00057;EC000618;EC00022;EC0001397;EC0001398;EC0001399;EC0001400;EC00026;EC000173;EC000175;EC000225;EC000226;EC0001392;EC0001393;EC0001394;EC0001396;EC0001806;EC0001242;EC0001243;EC000424;EC000425;EC000426;EC00033;EC000418;EC000419;EC000420"
"Methionine and cysteine metabolism","94","48","44","75.039","0.024751","0.042302","0.0072526","79","0.79","1","1","0.772362","P5","EC00034;EC00035;EC00036;EC00032;EC00028;EC00031;EC00033;EC000411;EC0001306;EC0001307;EC0001542;EC000808;EC000809;EC000272;EC00022;EC00026;EC000207;EC0006;EC000134;EC000135;EC000136;EC000137;EC000139;EC000264;EC000265;EC000121;EC000122;EC000123;EC000543;EC000544;EC000545;EC0001389;EC0001390;EC0001391;EC000507;EC000508;EC000509;EC00083;EC00085;EC000280;EC000281;EC000969;EC000970;EC00076;EC00077;EC00078;EC00079;EC000222;EC000521;EC000522;EC000166;EC000347;EC000946;EC0001925;EC000530;EC000531;EC00059;EC00055;EC00056;EC00057;EC0001654;EC0001035;EC0001036;EC0001037;EC000252;EC000253;EC000254;EC000256;EC00064;EC000581;EC000582;EC000583;EC0001412;EC0001413;EC0001414;EC0001415;EC000472;EC0001310"
"Leukotriene metabolism","92","42","39","54.716","0.025403","0.047792","0.0072666","0","0","1","1","0.772362","P6","EC00028;EC00031;EC0002020;EC0002019;EC0001917;EC0001915;EC0001760;EC000731;EC000732;EC000733;EC0001795;EC0001796;EC0001798;EC0001799;EC0001792;EC0001793;EC0001794;EC0001831;EC0001832;EC00022;EC000261;EC000262;EC000263;EC00035;EC00034;EC0001927;EC0001928;EC000452;EC000453;EC000454;EC0001750;EC0001751;EC0001752;EC0002010;EC0002011;EC0002013;EC0002014;EC0001935;EC0001807;EC000701;EC000702;EC000703;EC000704;EC000966;EC0001949;EC0001950;EC0001433;EC0001434;EC0001953;EC0002023;EC0002024;EC00055;EC00056;EC00057;EC0002026;EC0001926;EC0002021;EC0002022"
"Putative anti-Inflammatory metabolites formation from EPA","27","24","24","17.978","0.025721","0.080638","0.0072734","0","0","1","1","0.772362","P7","EC00034;EC00035;EC0001792;EC0001793;EC0001794;EC0001892;EC0001893;EC0002045;EC0001807;EC0001831;EC0001832;EC0001195;EC0001196;EC00055;EC00056;EC00057;EC0002041;EC0002042;EC0002043;EC0002039;EC0002040"
"Glutamate metabolism","15","13","13","25.795","0.02694","0.068469","0.0072996","100","1","1","1","0.772362","P8","EC00034;EC00035;EC00036;EC000166;EC00043;EC00044;EC00033;EC000368;EC000369;EC000370;EC000371;EC00073;EC00074;EC00075;EC00045;EC00047;EC0001109;EC000220;EC00055;EC00056;EC00057;EC000621;EC000622;EC000623;EC000134;EC000135;EC000136;EC000137;EC000139"
"Glutathione Metabolism","19","10","10","20.323","0.042483","0.10972","0.0076431","100","1","1","1","0.7795962","P9","EC000934;EC000936;EC000937;EC00034;EC00035;EC000166;EC000869;EC000870;EC0001129;EC0001130;EC0001131;EC00043;EC00044;EC0001702;EC00055;EC00056;EC00057;EC000621;EC000622;EC000623;EC000121;EC000122;EC000123"
"Prostaglandin formation from arachidonate","78","54","52","47.681","0.052181","0.093292","0.0078661","0","0","1","1","0.7944761","P10","EC000444;EC0001968;EC000452;EC000453;EC000454;EC0001437;EC0001438;EC0001439;EC000731;EC000732;EC000733;EC0001760;EC0001604;EC0001605;EC0001606;EC0001750;EC0001751;EC0001752;EC0001913;EC0001914;EC0001831;EC0001832;EC0001444;EC000604;EC000605;EC000606;EC000608;EC0001917;EC000761;EC0001909;EC00055;EC00056;EC00057;EC000261;EC000262;EC000263;EC00028;EC00031;EC00022;EC0001440;EC0001442;EC0001443;EC00082;EC0001926;EC0001579;EC0001953;EC0001892;EC0001893;EC0001973;EC0001974"
"Keratan sulfate degradation","68","8","8","10.943","0.066051","0.20556","0.0081973","0","0","1","1","0.81973","P11","EC00039;EC000176;EC000177;EC000178;EC000311;EC000312;EC00064;EC0002084;EC00023;EC000750;EC000751;EC000752;EC00048"
"Arachidonic acid metabolism","95","60","57","46.118","0.07003","0.12112","0.008295","0","0","1","1","0.821205","P12","EC00034;EC00035;EC00028;EC00031;EC0001622;EC0001623;EC000731;EC000732;EC000733;EC000452;EC000453;EC000454;EC000604;EC000605;EC000606;EC000608;EC0001206;EC0001207;EC0001208;EC0001209;EC00022;EC00024;EC0001833;EC0001834;EC0001835;EC0001831;EC0001832;EC0001496;EC0001497;EC0001792;EC0001793;EC0001794;EC0001917;EC000701;EC000702;EC000703;EC000704;EC0001807;EC0001433;EC0001434;EC000166;EC0002077;EC00055;EC00056;EC00057;EC000261;EC000262;EC000263"
"Lysine metabolism","52","28","28","49.244","0.07211","0.12197","0.0083465","100","1","1","1","0.821205","P13","EC00034;EC00035;EC00036;EC00032;EC00028;EC00031;EC0001319;EC000350;EC000351;EC000489;EC0001314;EC0001315;EC0001311;EC0001312;EC0001313;EC0001056;EC0001057;EC00024;EC000560;EC000561;EC000344;EC00026;EC00050;EC00051;EC00022;EC000810;EC000811;EC000727;EC000728;EC000729;EC000437;EC000438;EC000439;EC0001474;EC000284;EC000285;EC000286;EC000287;EC000481;EC000482;EC000483;EC000484;EC000485;EC000486;EC00045;EC00047;EC000816;EC000817;EC0001140;EC0001141;EC000846"
"Carnitine shuttle","72","39","33","42.209","0.078359","0.13654","0.0085036","0","0","1","1","0.8248492","P14","EC0002105;EC0002098;EC0002099;EC0002100;EC0002102;EC0002065;EC0002066;EC0001829;EC0002104;EC00020;EC00021;EC0002068;EC0002069;EC0002070;EC0001062;EC0001063;EC0001064;EC0001020;EC00022;EC00016;EC0002091;EC0002093;EC000206;EC0002083;EC0002106;EC0002107;EC0002108;EC0002081;EC000344;EC00019;EC0002054;EC0002055;EC0002052;EC0002053;EC0002112;EC0002113;EC0002114;EC0002115;EC0002101;EC0002056;EC0002058;EC0002073;EC0002074;EC0002075"
"Urea cycle/amino group metabolism","85","47","46","88.327","0.09834","0.1404","0.0090273","100","1","1","1","0.8666208","P15","EC00034;EC00035;EC000193;EC000194;EC000196;EC000887;EC000888;EC000889;EC00032;EC000661;EC000662;EC000564;EC000182;EC000183;EC00069;EC00070;EC000354;EC000355;EC0001150;EC0001109;EC0001056;EC0001057;EC0001171;EC0001172;EC0001174;EC0001175;EC000644;EC0001193;EC000462;EC000463;EC000500;EC000501;EC000502;EC000590;EC000591;EC000592;EC000343;EC00083;EC00085;EC000547;EC000332;EC000333;EC000334;EC000227;EC0001087;EC0001088;EC0001089;EC0001090;EC00043;EC00044;EC00022;EC00024;EC00026;EC000172;EC000160;EC000161;EC000368;EC000369;EC000370;EC000371;EC000995;EC000548;EC000551;EC000553;EC000222;EC00036;EC000278;EC000279;EC000459;EC000461;EC000871;EC000872;EC000873;EC0001083;EC000837;EC000838;EC000657;EC000658;EC000341;EC000342;EC00052;EC00054;EC00091;EC00092;EC000220;EC000437;EC000438;EC000439"
"Glycerophospholipid metabolism","156","50","43","83.637","0.12061","0.17005","0.0096521","0","0","1","1","0.9169495","P16","EC00032;EC0001159;EC0001269;EC0001270;EC0001271;EC0001272;EC000818;EC000819;EC000810;EC000811;EC0001463;EC0001464;EC0001074;EC00022;EC00026;EC0001211;EC00033;EC000822;EC000823;EC000824;EC0001206;EC0001207;EC0001208;EC0001209;EC000339;EC000340;EC0001189;EC0001165;EC000303;EC000345;EC000346;EC000115;EC000116;EC0001044;EC0001496;EC0001497;EC0001379;EC0001380;EC000625;EC000626;EC000627;EC000565;EC000567;EC000568;EC000379;EC000380;EC000381;EC000383;EC00072;EC00076;EC00077;EC00078;EC00079;EC00039;EC000236;EC000554;EC000555;EC000556;EC000557;EC000825;EC0001501;EC000141;EC000142;EC000103;EC000104;EC000105;EC000106;EC000679;EC000238;EC000890;EC000891;EC000892;EC000893;EC00060;EC00061;EC00062;EC00063;EC0001659;EC0001657;EC0001658;EC000261;EC000262;EC000263"
"Alanine and Aspartate Metabolism","30","20","19","32.83","0.13253","0.22517","0.010005","100","1","1","1","0.94047","P17","EC00034;EC00035;EC00036;EC00028;EC00031;EC00033;EC00069;EC00070;EC000160;EC000161;EC000713;EC000714;EC00073;EC00074;EC00075;EC000762;EC000763;EC000764;EC000766;EC00043;EC00044;EC00022;EC0001087;EC0001088;EC0001089;EC0001090;EC00042;EC000199;EC000200;EC000201;EC000354;EC000355;EC00052;EC00054"
"Aminosugars metabolism","69","34","32","48.463","0.13963","0.21461","0.010223","0","0","1","1","0.950739","P18","EC00034;EC00035;EC000360;EC000361;EC000362;EC000363;EC00033;EC000167;EC000176;EC000177;EC000178;EC00073;EC00074;EC00075;EC000103;EC000104;EC000105;EC000106;EC000395;EC000394;EC0001379;EC0001380;EC0001501;EC000311;EC000312;EC00060;EC00061;EC00062;EC00063;EC00072;EC0001224;EC00022;EC00023;EC000384;EC000385;EC000386;EC00086;EC00090;EC0001448;EC0001449;EC0001450;EC00048;EC0001124;EC0001125;EC0001126;EC0001091;EC0001092;EC000585;EC000586"
"Glycosphingolipid biosynthesis - lactoseries","14","7","7","8.5982","0.14455","0.36979","0.010376","0","0","1","1","0.954592","P19","EC00041;EC00023;EC000167;EC000352;EC00060;EC00061;EC00062;EC00063;EC00037;EC00048"
"Blood Group Biosynthesis","44","8","8","8.5982","0.14455","0.36979","0.010376","0","0","1","1","0.954592","P20","EC000167;EC000352;EC00060;EC00061;EC00062;EC00063;EC00041;EC00023;EC00037;EC00048"
"Glycosphingolipid biosynthesis - neolactoseries","16","8","8","8.5982","0.14455","0.36979","0.010376","0","0","1","1","0.954592","P21","EC00041;EC00023;EC000167;EC000352;EC00048;EC00060;EC00061;EC00062;EC00063;EC00037"
"Nitrogen metabolism","6","4","4","8.5982","0.14455","0.36979","0.010376","100","1","1","1","0.954592","P22","EC00034;EC00035;EC000199;EC000200;EC000201;EC00073;EC00074;EC00075;EC00052;EC00054"
"Drug metabolism - cytochrome P450","53","35","32","44.554","0.15714","0.24113","0.01078","0","0","1","1","0.954592","P23","EC0001703;EC0001704;EC0001705;EC0001505;EC0001721;EC0001228;EC0001229;EC0001532;EC0001512;EC0001513;EC0001534;EC0001535;EC0001536;EC0001717;EC0001718;EC0001351;EC0001352;EC0001713;EC0001714;EC0001716;EC0001521;EC0001522;EC000874;EC000875;EC0001537;EC0001533;EC0001699;EC0001700;EC0001696;EC0001697;EC0001698;EC0001523;EC0001524;EC0001526;EC0001527;EC0001693;EC0001694;EC0001723;EC0001724;EC0001739;EC0001510;EC0001511;EC0001706;EC0001708;EC0001709"
"Hyaluronan Metabolism","8","6","5","7.8166","0.18575","0.44136","0.011763","0","0","1","1","1","P24","EC00023;EC000527;EC000528;EC000529;EC000176;EC000177;EC000178;EC00048;EC000243"
"Squalene and cholesterol biosynthesis","55","33","29","27.358","0.19981","0.32507","0.012281","0","0","1","1","1","P25","EC000374;EC000375;EC000576;EC0007;EC0008;EC000238;EC000780;EC000781;EC0001234;EC0001235;EC0001231;EC0001232;EC0001233;EC000446;EC000447;EC000449;EC0001098;EC000795;EC000796;EC0001176;EC00022;EC00024;EC000134;EC000135;EC000136;EC000137;EC000139;EC0002015"
"Selenoamino acid metabolism","35","16","16","27.358","0.19981","0.32507","0.012281","0","0","1","1","1","P26","EC00028;EC00031;EC0001381;EC00076;EC00077;EC00078;EC00079;EC000134;EC000135;EC000136;EC000137;EC000139;EC000593;EC00025;EC000252;EC000253;EC000254;EC000256;EC0001382;EC0001384;EC0001385;EC0001386;EC000782;EC000472;EC000306;EC000307;EC00043;EC00044"
"Pyruvate Metabolism","20","10","10","10.943","0.20669","0.42271","0.012543","100","1","1","1","1","P27","EC00022;EC000197;EC000198;EC000236;EC00033;EC00042;EC0001099;EC00055;EC00056;EC00057;EC000141;EC000142"
"Vitamin A (retinol) metabolism","67","46","39","29.703","0.2284","0.35416","0.013413","0","0","1","1","1","P28","EC0001649;EC0001650;EC0001975;EC0001892;EC0001893;EC000406;EC000407;EC0001918;EC000648;EC000649;EC000650;EC000952;EC000953;EC0001894;EC0001895;EC0001740;EC0001741;EC000496;EC000495;EC00028;EC00031;EC00022;EC00023;EC0001558;EC0001206;EC0001207;EC0001208;EC0001209;EC0001976;EC0001961"
"O-Glycan biosynthesis","16","6","6","7.0349","0.23715","0.52071","0.013781","0","0","1","1","1","P29","EC00023;EC000167;EC00048;EC00060;EC00061;EC00062;EC00063;EC00037"
"Prostaglandin formation from dihomo gama-linoleic acid","11","6","6","10.162","0.25332","0.48871","0.014492","0","0","1","1","1","P30","EC000604;EC000605;EC000606;EC000608;EC0001915;EC0001917;EC0001834;EC0001835;EC0001750;EC0001751;EC0001752"
"Fructose and mannose metabolism","33","29","28","32.048","0.2561","0.38146","0.014618","0","0","1","1","1","P31","EC000352;EC000387;EC000388;EC000236;EC000103;EC000104;EC000105;EC000106;EC000750;EC000751;EC000752;EC00039;EC000141;EC000142;EC00041;EC000825;EC000664;EC000666;EC0001868;EC000119;EC000120;EC0001059;EC0001060;EC0001061;EC0001861;EC0001862;EC0001863;EC0001864;EC0001865;EC000678;EC0001866;EC0001867"
"Glycosphingolipid biosynthesis - globoseries","16","9","9","13.288","0.26041","0.46508","0.014816","0","0","1","1","1","P32","EC00041;EC00023;EC00060;EC00061;EC00062;EC00063;EC00037;EC000352;EC000167;EC00039;EC000178;EC000176;EC000177;EC00048"
"Glycosphingolipid biosynthesis - ganglioseries","62","19","17","22.668","0.26282","0.41589","0.014928","0","0","1","1","1","P33","EC00039;EC000167;EC00041;EC000435;EC0001466;EC0001467;EC00059;EC00060;EC00061;EC00062;EC00063;EC0001465;EC00037;EC00023;EC000352;EC0001033;EC000178;EC000176;EC000177;EC000599;EC0001469;EC0001470;EC00048"
"Sialic acid metabolism","107","32","30","46.899","0.26525","0.3679","0.015042","0","0","1","1","1","P34","EC0001448;EC0001449;EC0001450;EC000176;EC000177;EC000178;EC0001269;EC0001270;EC0001271;EC0001272;EC0001273;EC0001274;EC0001275;EC0001044;EC00039;EC000637;EC0001469;EC0001470;EC000394;EC000395;EC00086;EC000103;EC000104;EC000105;EC000106;EC0001033;EC000108;EC000109;EC000111;EC000907;EC000909;EC00076;EC00077;EC00078;EC00079;EC000311;EC000312;EC000247;EC000249;EC0001265;EC000167;EC00060;EC00061;EC00062;EC00063;EC0001212"
"Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation","19","4","4","3.1266","0.27121","0.68922","0.015326","0","0","1","1","1","P35","EC00022;EC00024;EC0001906;EC0001907"
"Dynorphin metabolism","8","3","3","6.2533","0.30046","0.60624","0.016804","0","0","1","1","1","P36","EC0001855;EC0001857;EC0001901;EC0001902;EC0001882;EC0001883;EC0001884"
"Arginine and Proline Metabolism","45","35","33","53.934","0.32746","0.42871","0.01831","100","1","1","1","1","P37","EC00034;EC00035;EC000193;EC000194;EC000196;EC00036;EC00033;EC00069;EC00070;EC000354;EC000355;EC0001109;EC00042;EC0001056;EC0001057;EC000784;EC000785;EC0001432;EC0001111;EC000222;EC00083;EC00085;EC000547;EC000227;EC0001087;EC0001088;EC0001089;EC0001090;EC000160;EC000161;EC00022;EC00024;EC00026;EC000172;EC000192;EC000934;EC000936;EC000937;EC000459;EC000461;EC00045;EC00047;EC00073;EC00074;EC00075;EC00052;EC00054;EC0001430;EC0001431;EC000437;EC000438;EC000439"
"Glycine, serine, alanine and threonine metabolism","88","51","50","85.982","0.32757","0.40616","0.018316","100","1","1","1","1","P38","EC00034;EC00035;EC00036;EC00032;EC00028;EC00031;EC00033;EC000182;EC000183;EC000976;EC0001077;EC000368;EC000369;EC000370;EC000371;EC00022;EC00069;EC00070;EC00024;EC00026;EC000207;EC0001788;EC0001789;EC0001099;EC000233;EC000234;EC000236;EC000303;EC000474;EC000477;EC000746;EC000748;EC0001910;EC0001911;EC000332;EC000333;EC000334;EC00083;EC00085;EC000459;EC000461;EC00091;EC00092;EC000284;EC000285;EC000286;EC000287;EC0001453;EC0001456;EC000219;EC00018;EC000564;EC00076;EC00077;EC00078;EC00079;EC000134;EC000135;EC000136;EC000137;EC000139;EC000559;EC000869;EC000870;EC000560;EC000561;EC000739;EC000740;EC000741;EC000239;EC000240;EC0001749;EC000969;EC000970;EC00055;EC00056;EC00057;EC000244;EC000246;EC000981;EC00043;EC00044"
"Phosphatidylinositol phosphate metabolism","59","31","30","35.956","0.34067","0.46743","0.0191","0","0","1","1","1","P39","EC00039;EC000856;EC000858;EC00023;EC000818;EC000819;EC0001162;EC0001164;EC000387;EC000388;EC000853;EC0002096;EC00060;EC00061;EC00062;EC00063;EC000833;EC000835;EC000103;EC000104;EC000105;EC000106;EC000243;EC00022;EC000206;EC000108;EC000109;EC000111;EC000288;EC000289;EC00048;EC0001661;EC0001662;EC0001663;EC0002085"
