"","m.z","p.value","mode","r.t"
"1",85.010801981515,0.0317946575614267,"positive",43.1204634623064
"2",85.0285141787934,0.0409312648976288,"positive",131.157372490902
"3",85.0285250065169,9.85636038985326e-08,"positive",215.460880776081
"4",85.0285432865742,1.77101368703901e-09,"positive",63.3462345354645
"5",85.0478787101396,1.4787399720381e-10,"positive",68.4608308969983
"6",85.0520134874861,3.54116065643398e-08,"positive",71.1763683492488
"7",85.0649446100113,0.0164182153062868,"positive",80.6447055695995
"8",85.0842840002285,9.83523834159422e-07,"positive",78.4080277507436
"9",85.0886992163423,0.00622673494195585,"positive",266.031149010502
"10",85.3262862671651,9.86671078434918e-05,"positive",24.5010199547904
"11",85.5156377779549,0.482311509096792,"positive",248.297144217177
"12",85.5156776145565,0.00272704048540703,"positive",112.985496371632
"13",85.6372544908564,0.00180052687812075,"positive",284.830322626393
"14",85.9632050889436,0.177262773250402,"positive",111.692150089951
"15",86.0601613534253,0.0524766528336255,"positive",216.990845612625
"16",86.0601924977974,9.49122390912065e-10,"positive",52.5658721369948
"17",86.0713898324376,1,"positive",32.6231144181901
"18",86.0967187659154,3.58116946405723e-09,"positive",42.2289074816136
"19",86.7168942277875,0.463087704519689,"positive",49.6932593158184
"20",86.7192555741156,1.06272526473678e-05,"positive",27.4677045404104
"21",86.7286190113102,0.491246341579658,"positive",26.6182339584986
"22",86.7749877205451,2.09061088305423e-06,"positive",28.3827768037465
"23",86.9087770707585,1.47127730007055e-08,"positive",44.407522058068
"24",86.9387121178465,1,"positive",49.6633109248194
"25",86.9526993834988,1.24161313700428e-09,"positive",26.9137311305001
"26",86.9558978173278,0.230117433775637,"positive",113.868148903441
"27",86.9641511110962,0.356374863397243,"positive",113.684658860274
"28",87.0264328745922,0.00348617365282278,"positive",46.4206189902313
"29",87.0441796249684,0.00664851813874455,"positive",193.100097585215
"30",87.0441935078035,0.0105090414469324,"positive",40.6625283250675
"31",87.0552289840329,1.59104898317185e-07,"positive",72.879675915629
"32",87.0640739876924,0.000207403184232376,"positive",28.838397923089
"33",87.0788411672617,3.44524090555863e-06,"positive",72.4731411011194
"34",87.0936116834336,6.99783020027133e-08,"positive",42.8737964939609
"35",87.0999109171601,3.25977747340048e-09,"positive",42.6732762519734
"36",87.1028623914827,0.000242407065375879,"positive",43.7135671772522
"37",87.160951166866,0.906672409482692,"positive",44.9038787711012
"38",87.1766161501555,2.97220540540709e-07,"positive",27.2156026903634
"39",87.2880933992656,4.01499442456544e-06,"positive",27.2821318448422
"40",87.4006165598694,3.68152013987067e-06,"positive",28.1225551873599
"41",87.5120293897779,0.0213154654053752,"positive",27.5879401830185
"42",88.0216593603317,0.172818729207953,"positive",222.826424074499
"43",88.021679492938,0.195973535416931,"positive",45.9115672778341
"44",88.0232760598122,0.642163077580909,"positive",113.38567197869
"45",88.0394420519191,1.16731151561202e-09,"positive",65.1718652300233
"46",88.0475389274924,8.20963149685318e-06,"positive",232.066235830148
"47",88.0579472058142,0.12711427269719,"positive",64.1171097091935
"48",88.0758068403613,0.0357812053779017,"positive",118.492015685037
"49",88.087044672945,9.90074126345404e-05,"positive",65.1986760584162
"50",88.1033105652738,7.85159733421768e-07,"positive",43.8321528639505
"51",88.5091968716259,0.720134208602734,"positive",221.393579125436
"52",88.9527126739963,0.694927654042513,"positive",261.972616486356
"53",88.9527381148858,0.020962084196021,"positive",111.650074941419
"54",88.9931205111981,0.000424759803222036,"positive",61.9235298638156
"55",88.9931624657581,0.0334552640531024,"positive",183.884827483235
"56",89.0084281905117,0.0888997940678962,"positive",247.680256659646
"57",89.0250352022006,0.633101404007506,"positive",49.6637436181993
"58",89.0387380574804,0.000605402747110946,"positive",41.7644308530072
"59",89.0426695192855,0.978462985704228,"positive",188.279804900399
"60",89.059782466347,0.000411703012626515,"positive",27.2699582876527
"61",89.0598271041968,0.269182246704023,"positive",195.862411400638
"62",89.0791828931432,0.7810372668501,"positive",221.226846137721
"63",89.1074617664026,0.000277097973299507,"positive",61.1842942840643
"64",89.165167552877,2.16962784196232e-05,"positive",28.3994402255323
"65",89.2206563314981,0.00043334288814582,"positive",31.9108769017788
"66",89.5068805550707,0.489661252020131,"positive",218.480482749333
"67",89.5068834437151,0.568743140401886,"positive",142.771134429762
"68",89.6193646865164,0.000607915061129251,"positive",26.2327190785665
"69",89.7308033500439,0.146308683836541,"positive",26.1465590929256
