"","m.z","p.value","mode","r.t"
"1",85.010801981515,0.00102591842397933,"positive",43.1204634623064
"2",85.0285141787934,0.392248014937119,"positive",131.157372490902
"3",85.0285250065169,1.68226820183182e-07,"positive",215.460880776081
"4",85.0285432865742,1.52386473816867e-08,"positive",63.3462345354645
"5",85.0478787101396,3.58630894554454e-09,"positive",68.4608308969983
"6",85.0520134874861,3.60485261736506e-08,"positive",71.1763683492488
"7",85.0649446100113,5.64731580468831e-06,"positive",80.6447055695995
"8",85.0842840002285,6.24501748800632e-08,"positive",78.4080277507436
"9",85.0886992163423,0.00428493720470329,"positive",266.031149010502
"10",85.3262862671651,0.00556900618158672,"positive",24.5010199547904
"11",85.5156377779549,0.394580299414602,"positive",248.297144217177
"12",85.5156776145565,0.0854537274244701,"positive",112.985496371632
"13",85.6372544908564,0.00614583334258857,"positive",284.830322626393
"14",85.9632050889436,0.0443801387220246,"positive",111.692150089951
"15",86.0601613534253,0.0796592619054454,"positive",216.990845612625
"16",86.0601924977974,1.33691327097869e-09,"positive",52.5658721369948
"17",86.0713898324376,1,"positive",32.6231144181901
"18",86.0967187659154,1.00094692260101e-08,"positive",42.2289074816136
"19",86.7168942277875,0.496499322968575,"positive",49.6932593158184
"20",86.7192555741156,6.53264766473723e-10,"positive",27.4677045404104
"21",86.7286190113102,0.00826283460929979,"positive",26.6182339584986
"22",86.7749877205451,7.95022421198925e-13,"positive",28.3827768037465
"23",86.9087770707585,2.92936846737982e-11,"positive",44.407522058068
"24",86.9387121178465,1,"positive",49.6633109248194
"25",86.9526993834988,2.01680903790776e-14,"positive",26.9137311305001
"26",86.9558978173278,0.882128027210896,"positive",113.868148903441
"27",86.9641511110962,0.577429634796467,"positive",113.684658860274
"28",87.0264328745922,0.000939269604143731,"positive",46.4206189902313
"29",87.0441796249684,0.0038278785680739,"positive",193.100097585215
"30",87.0441935078035,0.00259395060315973,"positive",40.6625283250675
"31",87.0552289840329,1.15766766178992e-07,"positive",72.879675915629
"32",87.0640739876924,1.80649747883303e-05,"positive",28.838397923089
"33",87.0788411672617,4.13475446439808e-05,"positive",72.4731411011194
"34",87.0936116834336,2.46491891796916e-07,"positive",42.8737964939609
"35",87.0999109171601,3.88180559948643e-09,"positive",42.6732762519734
"36",87.1028623914827,0.000368916476290057,"positive",43.7135671772522
"37",87.160951166866,0.14572988212381,"positive",44.9038787711012
"38",87.1766161501555,4.26659897892553e-12,"positive",27.2156026903634
"39",87.2880933992656,8.46137210552066e-08,"positive",27.2821318448422
"40",87.4006165598694,2.00413568643859e-08,"positive",28.1225551873599
"41",87.5120293897779,0.0102005497216685,"positive",27.5879401830185
"42",88.0216593603317,0.890833136743358,"positive",222.826424074499
"43",88.021679492938,0.362118144994372,"positive",45.9115672778341
"44",88.0232760598122,0.9180999691553,"positive",113.38567197869
"45",88.0394420519191,1.19139641502645e-09,"positive",65.1718652300233
"46",88.0475389274924,3.74174682579816e-06,"positive",232.066235830148
"47",88.0579472058142,2.17082942292167e-05,"positive",64.1171097091935
"48",88.0758068403613,0.0289325140283657,"positive",118.492015685037
"49",88.087044672945,2.12924910981124e-07,"positive",65.1986760584162
"50",88.1033105652738,7.41059978822715e-10,"positive",43.8321528639505
"51",88.5091968716259,0.419600539553338,"positive",221.393579125436
"52",88.9527126739963,0.0788828601484485,"positive",261.972616486356
"53",88.9527381148858,0.574496950857444,"positive",111.650074941419
"54",88.9931205111981,0.00293960882877802,"positive",61.9235298638156
"55",88.9931624657581,0.203967369874906,"positive",183.884827483235
"56",89.0084281905117,0.00366865684806961,"positive",247.680256659646
"57",89.0250352022006,0.219669732679845,"positive",49.6637436181993
