"","m.z","p.value","mode","r.t"
"1",85.010801981515,0.000303529894656066,"positive",43.1204634623064
"2",85.0285141787934,0.494106757223379,"positive",131.157372490902
"3",85.0285250065169,0.0116370627802797,"positive",215.460880776081
"4",85.0285432865742,3.67620984371004e-05,"positive",63.3462345354645
"5",85.0478787101396,3.39051934602535e-05,"positive",68.4608308969983
"6",85.0520134874861,4.91020790454143e-05,"positive",71.1763683492488
"7",85.0649446100113,0.000261284601005729,"positive",80.6447055695995
"8",85.0842840002285,0.000924289296541068,"positive",78.4080277507436
"9",85.0886992163423,0.264650677281489,"positive",266.031149010502
"10",85.3262862671651,0.0295592661430627,"positive",24.5010199547904
"11",85.5156377779549,0.500004481212438,"positive",248.297144217177
"12",85.5156776145565,0.101353377732371,"positive",112.985496371632
"13",85.6372544908564,0.158451743030443,"positive",284.830322626393
"14",85.9632050889436,0.662273075423252,"positive",111.692150089951
"15",86.0601613534253,0.431849486301428,"positive",216.990845612625
"16",86.0601924977974,0.00054360545843706,"positive",52.5658721369948
"17",86.0713898324376,1,"positive",32.6231144181901
"18",86.0967187659154,7.47669276840394e-05,"positive",42.2289074816136
"19",86.7168942277875,0.436724197069979,"positive",49.6932593158184
"20",86.7192555741156,5.67863592532593e-06,"positive",27.4677045404104
"21",86.7286190113102,0.133146968964612,"positive",26.6182339584986
"22",86.7749877205451,3.39146222406352e-05,"positive",28.3827768037465
"23",86.9087770707585,3.71577077975438e-05,"positive",44.407522058068
"24",86.9387121178465,1,"positive",49.6633109248194
"25",86.9526993834988,5.85717738166833e-07,"positive",26.9137311305001
"26",86.9558978173278,0.341742908082398,"positive",113.868148903441
"27",86.9641511110962,0.749016407697712,"positive",113.684658860274
"28",87.0264328745922,0.00754733834648931,"positive",46.4206189902313
"29",87.0441796249684,0.00495851473627887,"positive",193.100097585215
"30",87.0441935078035,0.272940871303415,"positive",40.6625283250675
"31",87.0552289840329,0.00028962237113107,"positive",72.879675915629
"32",87.0640739876924,0.000252654330698631,"positive",28.838397923089
"33",87.0788411672617,0.00604345427182286,"positive",72.4731411011194
"34",87.0936116834336,0.00035101246004464,"positive",42.8737964939609
"35",87.0999109171601,6.6360003160216e-05,"positive",42.6732762519734
"36",87.1028623914827,0.00320166199153058,"positive",43.7135671772522
"37",87.160951166866,0.248301425252288,"positive",44.9038787711012
"38",87.1766161501555,4.03404917603781e-06,"positive",27.2156026903634
"39",87.2880933992656,4.61824973780776e-05,"positive",27.2821318448422
"40",87.4006165598694,6.95684864852902e-06,"positive",28.1225551873599
"41",87.5120293897779,0.0819697613737072,"positive",27.5879401830185
"42",88.0216593603317,0.102926171165294,"positive",222.826424074499
"43",88.021679492938,0.582474865321998,"positive",45.9115672778341
"44",88.0232760598122,0.167750418573542,"positive",113.38567197869
"45",88.0394420519191,3.97079326479098e-05,"positive",65.1718652300233
"46",88.0475389274924,0.000864544648140004,"positive",232.066235830148
"47",88.0579472058142,0.00351455022940922,"positive",64.1171097091935
"48",88.0758068403613,0.335803689387946,"positive",118.492015685037
"49",88.087044672945,5.90795994566637e-06,"positive",65.1986760584162
"50",88.1033105652738,9.12551964351487e-06,"positive",43.8321528639505
"51",88.5091968716259,0.589997892956473,"positive",221.393579125436
"52",88.9527126739963,0.153180887694549,"positive",261.972616486356
"53",88.9527381148858,0.37440729059369,"positive",111.650074941419
"54",88.9931205111981,0.0453687143243926,"positive",61.9235298638156
"55",88.9931624657581,0.539347796038675,"positive",183.884827483235
"56",89.0084281905117,0.396277641695353,"positive",247.680256659646
"57",89.0250352022006,0.148407650372407,"positive",49.6637436181993
"58",89.0387380574804,1.20513608282152e-05,"positive",41.7644308530072
"59",89.0426695192855,0.526809305748807,"positive",188.279804900399
"60",89.059782466347,3.61945031469565e-06,"positive",27.2699582876527
"61",89.0598271041968,0.0589311672609754,"positive",195.862411400638
"62",89.0791828931432,0.498984533560665,"positive",221.226846137721
"63",89.1074617664026,0.212238495425041,"positive",61.1842942840643
"64",89.165167552877,6.84908491367047e-06,"positive",28.3994402255323
"65",89.2206563314981,1.61244911564712e-06,"positive",31.9108769017788
"66",89.5068805550707,0.681086758984629,"positive",218.480482749333
"67",89.5068834437151,0.265096320959006,"positive",142.771134429762
"68",89.6193646865164,0.00158183900065038,"positive",26.2327190785665
"69",89.7308033500439,0.0025106910685794,"positive",26.1465590929256
"70",89.8289988584971,0.00788165413592142,"positive",24.4789358415766
"71",89.8432845695868,7.36550098733352e-05,"positive",26.6087366413469
"72",89.9545141614125,0.00355681205702742,"positive",26.3892971361448
"73",90.0084358813438,0.866501717619498,"positive",218.909641128361
"74",90.0174812114057,0.485947760003874,"positive",48.4622885758549
"75",90.0370906569727,0.48511150856569,"positive",25.8191163019951
"76",90.0373364651131,0.323175900638427,"positive",228.463925177462
"77",90.0506047112774,0.819153745448289,"positive",183.213405721256
"78",90.0550893561864,0.000173313109021645,"positive",55.1883242505111
"79",90.0671249076638,0.000612980711914806,"positive",27.1946245594296
"80",90.0914273436708,0.126099985625599,"positive",39.6397498858195
"81",90.1787493665763,0.0258860413988604,"positive",26.8552036622635
"82",90.5070999258436,0.44436039325822,"positive",120.606441518588
"83",90.526249091866,0.0721362184975507,"positive",111.485418796203
"84",90.7250438489851,0.927381201345441,"positive",39.7778842568598
"85",90.9478359583618,0.0021118562885764,"positive",246.632256035377
"86",90.9767730265194,0.128902149782656,"positive",52.8449323782396
"87",91.0059774957103,0.562804533181883,"positive",240.276454122745
"88",91.008753185658,0.355022072744798,"positive",240.707236870322
"89",91.0240607022134,0.191600793665555,"positive",246.01727890036
"90",91.0241709755353,0.0634708766819197,"positive",112.659101841398
"91",91.0276838566224,0.757460512742928,"positive",227.805701168925
"92",91.0291859212223,0.024996299141175,"positive",219.13670372409
"93",91.0398611474264,0.236159947830272,"positive",46.3349333428459
"94",91.0543639610406,0.000232323650118578,"positive",42.2032748436132
"95",91.0575017262129,0.0264334576996184,"positive",214.079484013245
"96",91.0578211339504,0.0319095812845288,"positive",26.6754285274501
"97",91.5047909724878,0.0165028241224865,"positive",246.010062721627
"98",91.5240249446246,0.0197938911880719,"positive",114.013464350738
"99",91.5285473909615,0.868755826160931,"positive",117.754349205363
"100",91.7850128432132,0.0195239327803132,"positive",142.840598735754
