"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Androgen and estrogen biosynthesis and metabolism","95","54","40","36.64","0.69373","0.80125","0.066077","0","0","1","1","1","P68","EC00032;EC0001255;EC000541;EC000542;EC000534;EC000535;EC0001254;EC00023;EC00026;EC000720;EC000721;EC000944;EC000217;EC0001303;EC0001304;EC0001305;EC0001930;EC0001560;EC0001561;EC0001564;EC0001562;EC0001563;EC00010;EC00011;EC00059;EC00055;EC00056;EC00057;EC00064;EC0001825;EC0001186;EC0001187;EC0001188"
"Vitamin B2 (riboflavin) metabolism","8","5","5","13.324","0.69792","0.85699","0.067185","0","0","1","1","1","P69","EC00028;EC00030;EC00024;EC000297;EC000298;EC000299;EC00065;EC00066;EC00067;EC00068;EC000932;EC000933"
"Carbon fixation","10","10","10","22.484","0.72794","0.84933","0.075872","100","1","1","1","1","P70","EC00042;EC000103;EC000104;EC000105;EC000106;EC000107;EC000142;EC000315;EC00033;EC000387;EC000388;EC00086;EC00087;EC00088;EC000148;EC000149;EC000150;EC000152;EC00052;EC00054"
"Vitamin D3 (cholecalciferol) metabolism","16","13","13","15.822","0.73804","0.87281","0.079117","0","0","1","1","1","P71","EC000881;EC000882;EC000883;EC000884;EC000885;EC0001924;EC000906;EC000576;EC0001745;EC0001747;EC0001823;EC0001821;EC0001742;EC0001744"
"Vitamin B1 (thiamin) metabolism","20","11","10","15.822","0.73804","0.87281","0.079117","100","1","1","1","1","P72","EC00022;EC0001474;EC00028;EC00030;EC00080;EC000350;EC000351;EC00033;EC0001066;EC00036;EC000791;EC000792;EC000793;EC0001258"
"Vitamin B9 (folate) metabolism","33","17","14","24.982","0.75961","0.86627","0.086692","0","0","1","1","1","P73","EC00034;EC00035;EC0001166;EC000183;EC00076;EC00077;EC00078;EC00079;EC0001146;EC000762;EC000763;EC000764;EC000766;EC000442;EC000618;EC00024;EC000478;EC000479;EC000472;EC000272;EC000705;EC000706"
"Vitamin B5 - CoA biosynthesis from pantothenate","12","10","9","21.651","0.76434","0.87536","0.088481","0","0","1","1","1","P74","EC00022;EC00028;EC00030;EC000144;EC000145;EC00072;EC0001102;EC0001104;EC0001105;EC0001106;EC0001107;EC000688;EC000689;EC000789;EC000675;EC000676;EC000121;EC000122;EC000123"
"Limonene and pinene degradation","10","7","7","9.16","0.76458","0.91347","0.08857","100","1","1","1","1","P75","EC000532;EC000734;EC000736;EC000737;EC0002094;EC0002095;EC0001015;EC0001016"
"Sphingolipid metabolism","3","1","1","0.83273","0.76901","1","0.090295","0","0","1","1","1","P76","EC0001033"
"1- and 2-Methylnaphthalene degradation","4","2","2","0.83273","0.76901","1","0.090295","100","1","1","1","1","P77","EC0001610"
"Trihydroxycoprostanoyl-CoA beta-oxidation","9","1","1","0.83273","0.76901","1","0.090295","0","0","1","1","1","P78","EC00022"
"Glyoxylate and Dicarboxylate Metabolism","12","7","6","14.156","0.8212","0.92502","0.11461","100","1","1","1","1","P79","EC000142;EC000244;EC000245;EC000246;EC000303;EC000159;EC000218;EC000219;EC000738;EC000739;EC000740;EC000741"
"Vitamin H (biotin) metabolism","5","4","4","10.825","0.8399","0.94281","0.12563","0","0","1","1","1","P80","EC000157;EC00050;EC00051;EC00028;EC00030;EC0001419;EC0001420;EC0001421;EC0001422"
"Saturated fatty acids beta-oxidation","36","13","8","13.324","0.85809","0.94538","0.13795","0","0","1","1","1","P81","EC0001062;EC0001063;EC0001064;EC0001250;EC000344;EC0001020;EC00022;EC00024;EC0001249;EC000288;EC000289"
"Parathio degradation","6","2","2","2.4982","0.86472","0.98766","0.1429","100","1","1","1","1","P82","EC0001503;EC000691"
"Benzoate degradation via CoA ligation","4","1","1","2.4982","0.86472","0.98766","0.1429","0","0","1","1","1","P83","EC000189;EC000190"
"Vitamin B12 (cyanocobalamin) metabolism","9","2","2","2.4982","0.86472","0.98766","0.1429","99","0.99","1","1","1","P84","EC00032;EC00026"
"Polyunsaturated fatty acid biosynthesis","21","4","3","7.4945","0.8684","0.96444","0.14578","0","0","1","1","1","P85","EC00022;EC000523;EC000524;EC000876;EC000877;EC000878"
"Fatty acid activation","74","26","18","34.142","0.87024","0.929","0.14725","0","0","1","1","1","P86","EC0001908;EC00028;EC00030;EC0002067;EC000636;EC000635;EC0001020;EC00022;EC00024;EC0001829;EC0001496;EC0001497;EC0001493;EC0001494;EC0001495;EC0001491;EC0001492;EC000282;EC000288;EC000289;EC000890;EC000891;EC000892;EC000893;EC000876;EC000877;EC000878;EC0001078;EC0001079"
"Alkaloid biosynthesis II","10","6","6","14.989","0.90169","0.96309","0.17675","100","1","1","1","1","P87","EC00022;EC00028;EC00030;EC000867;EC000868;EC0001476;EC0001594;EC0001595;EC0001596;EC0001597;EC000228;EC000231"
"Mono-unsaturated fatty acid beta-oxidation","19","5","4","6.6618","0.91122","0.98055","0.18774","0","0","1","1","1","P88","EC00024;EC00022;EC0001677;EC00028;EC00030"
"Vitamin B3 (nicotinate and nicotinamide) metabolism","28","23","22","44.134","0.91678","0.95373","0.19475","100","1","1","1","1","P89","EC00034;EC00035;EC00032;EC00028;EC00030;EC00069;EC00070;EC00073;EC00074;EC00075;EC0001127;EC0004;EC0005;EC000294;EC000295;EC000296;EC0001074;EC000812;EC000813;EC0001407;EC0001409;EC0001411;EC00026;EC000202;EC000204;EC000205;EC000153;EC000687;EC000148;EC000150;EC000152;EC000336;EC00052;EC00054;EC0001080;EC0001081;EC0001082"
"De novo fatty acid biosynthesis","106","30","21","46.633","0.92533","0.95835","0.20652","0","0","1","1","1","P90","EC00028;EC00030;EC00022;EC0001115;EC000876;EC000877;EC000878;EC000635;EC000636;EC0001020;EC0001496;EC0001497;EC0001493;EC0001494;EC0001495;EC0001419;EC0001420;EC0001421;EC0001422;EC000288;EC000289;EC0001499;EC0001500;EC000952;EC000953;EC0001029;EC0001030;EC0001078;EC0001079;EC000523;EC000524;EC00059;EC000261;EC000262;EC000263;EC000890;EC000891;EC000892;EC000893"
"Drug metabolism - other enzymes","31","17","14","24.982","0.93543","0.97166","0.22231","100","1","1","1","1","P91","EC0001731;EC0001574;EC0001733;EC0001734;EC0001735;EC0001736;EC0001729;EC0001728;EC0001529;EC0001530;EC0001531;EC0001725;EC0001727;EC0001160;EC0001161;EC0001581;EC0001582;EC0001738;EC0001506;EC0001507"
"Fatty Acid Metabolism","63","19","12","30.811","0.93561","0.96932","0.22262","0","0","1","1","1","P92","EC0001014;EC0002067;EC000344;EC0001020;EC0001029;EC0001030;EC00022;EC0001493;EC0001494;EC0001495;EC000288;EC000289;EC000890;EC000891;EC000892;EC000893;EC000876;EC000877;EC000878;EC000238;EC0002060;EC0002061;EC0002062;EC0002063;EC0002064"
"C21-steroid hormone biosynthesis and metabolism","112","79","64","54.96","0.93705","0.96387","0.22506","0","0","1","1","1","P93","EC0001113;EC0001298;EC0001299;EC0001300;EC000541;EC000542;EC0001295;EC000960;EC0001293;EC00023;EC000720;EC000721;EC0001281;EC0001282;EC0001283;EC0001284;EC0003;EC000642;EC000643;EC000534;EC000535;EC000647;EC0001564;EC0001294;EC0001296;EC0001297;EC0002110;EC0002111;EC000217;EC000503;EC00010;EC00011;EC0001280;EC0001286;EC0001288;EC0001186;EC0001187;EC0001188;EC0002097;EC000238;EC0001303;EC0001304;EC0001305;EC00059;EC000944;EC00064"
"CoA Catabolism","7","6","5","10.825","0.94333","0.98432","0.23647","0","0","1","1","1","P94","EC00022;EC00028;EC00030;EC000675;EC000676;EC000688;EC000689;EC000789"
"Electron transport chain","7","2","2","5.8291","0.94597","0.99101","0.24164","0","0","1","1","1","P95","EC000430;EC000431;EC000433;EC000427"
"R Group Synthesis","7","4","2","3.3309","0.9594","0.99716","0.27234","0","0","1","1","1","P96","EC00024;EC0001020"
"Caffeine metabolism","11","10","7","12.491","0.96231","0.98949","0.28024","100","1","1","1","1","P97","EC0001516;EC00039;EC00040;EC000958;EC0001683;EC0001684;EC0001679;EC0001680;EC0001678"
"D4&E4-neuroprostanes formation","37","26","26","9.9927","0.96234","0.991","0.28033","100","1","1","1","1","P98","EC0002032;EC0002033;EC0002036;EC000761;EC00082;EC000444;EC000445"
"Phytanic acid peroxisomal oxidation","34","7","5","9.9927","0.96234","0.991","0.28033","100","1","1","1","1","P99","EC00036;EC00028;EC00030;EC00022;EC0001677;EC00045;EC00047"
"Pentose phosphate pathway","37","35","35","49.131","0.96324","0.98072","0.28292","100","1","1","1","1","P100","EC000159;EC000316;EC000317;EC000318;EC000376;EC000377;EC000378;EC000926;EC000148;EC000150;EC000152;EC00028;EC00030;EC000956;EC000958;EC000149;EC000301;EC000302;EC000247;EC000249;EC000103;EC000104;EC000105;EC000106;EC000107;EC0001593;EC000384;EC000385;EC000386;EC000142;EC000153;EC000315;EC000480;EC000825;EC00038;EC00039;EC00040;EC000629;EC000630;EC000336"
"3-oxo-10R-octadecatrienoate beta-oxidation","27","23","21","14.156","0.97477","0.99292","0.32214","0","0","1","1","1","P101","EC0001933;EC0001934;EC0001940;EC0001944;EC0001946;EC0001948;EC0001938;EC00022;EC0001935;EC0001941"
"Ubiquinone Biosynthesis","10","8","8","19.153","0.97632","0.99213","0.32859","100","1","1","1","1","P102","EC00022;EC000430;EC000431;EC000433;EC00032;EC00028;EC00030;EC000805;EC00026;EC000208;EC000209;EC000214;EC000215;EC000216"
"Fatty acid oxidation, peroxisome","28","6","3","6.6618","0.98072","0.99728","0.34927","100","1","1","1","1","P103","EC00036;EC00022;EC00045;EC00047"
"Fatty acid oxidation","35","9","5","10.825","0.9845","0.99672","0.37072","0","0","1","1","1","P104","EC0001020;EC00022;EC00024;EC0001829;EC000430;EC000431;EC000433"
"Xenobiotics metabolism","110","55","45","59.956","0.98477","0.99213","0.37236","100","1","1","1","1","P105","EC0001417;EC0001418;EC00059;EC000673;EC00055;EC00056;EC00057;EC00023;EC0009;EC0001021;EC0001022;EC0001629;EC0001628;EC000691;EC0001631;EC0001493;EC0001494;EC0001495;EC000288;EC000289;EC0001613;EC0001565;EC0001566;EC000217;EC0001580;EC000601;EC000603;EC0001626;EC0001634;EC0001633;EC0001029;EC0001030;EC0001635;EC0001637;EC0001638;EC0001639;EC0001640;EC0001641;EC0001643;EC0001644;EC0001645;EC0001483;EC0001484;EC0001646;EC000916;EC000917;EC000845;EC0001609"
"Tryptophan metabolism","94","66","59","123.24","0.98725","0.992","0.38938","100","1","1","1","1","P106","EC00034;EC00035;EC00036;EC00032;EC00028;EC00030;EC0001361;EC0001127;EC000356;EC000357;EC0001362;EC0001758;EC0001759;EC0001360;EC000651;EC000652;EC0001365;EC0001366;EC00022;EC00024;EC00026;EC000992;EC000993;EC0001651;EC0001652;EC0001034;EC0001374;EC0001375;EC0001377;EC000429;EC000612;EC000613;EC000614;EC000972;EC00093;EC00094;EC00095;EC0001151;EC0001152;EC0001153;EC0002004;EC000842;EC000843;EC000845;EC000991;EC000132;EC000133;EC000313;EC000314;EC0001766;EC0001767;EC0001768;EC0001770;EC0001771;EC000999;EC0001486;EC0001487;EC0001889;EC0001812;EC0001813;EC0001814;EC000914;EC000916;EC000917;EC0002025;EC000308;EC000309;EC000310;EC000597;EC0001816;EC0001808;EC000350;EC000351;EC0001167;EC0001170;EC00055;EC00056;EC00057;EC000364;EC000367;EC00039;EC00040;EC0001143;EC0001144;EC0001145;EC0001354;EC0001355;EC0001351;EC0001352;EC0001353;EC000722;EC000723;EC000724;EC000726;EC000294;EC000295;EC000296;EC000600;EC000601;EC000603;EC000895;EC00043;EC00044"
"Omega-3 fatty acid metabolism","39","15","7","19.985","0.98861","0.9965","0.39996","100","1","1","1","1","P107","EC00028;EC00030;EC0001669;EC0001670;EC0001671;EC0001672;EC0001673;EC0001213;EC0001214;EC0001215;EC00022;EC0001496;EC0001497;EC0001677"
"Di-unsaturated fatty acid beta-oxidation","26","10","5","14.156","0.99302","0.99841","0.44407","100","1","1","1","1","P108","EC00028;EC00030;EC00022;EC0001829;EC00024;EC000890;EC000891;EC000892;EC000893"
"Tyrosine metabolism","160","113","97","179.87","0.99826","0.9989","0.55319","100","1","1","1","1","P109","EC000997;EC000998;EC00036;EC00032;EC00028;EC00030;EC0001960;EC0001959;EC0001766;EC0001767;EC0001768;EC0001770;EC0001771;EC000929;EC0001781;EC000805;EC000657;EC000658;EC00034;EC00035;EC00033;EC000669;EC000670;EC00022;EC00023;EC00026;EC000611;EC0001873;EC0001651;EC0001652;EC000444;EC000445;EC0001132;EC0001133;EC000759;EC000760;EC0001002;EC0001004;EC0001006;EC0001151;EC0001152;EC0001153;EC00064;EC000341;EC000342;EC0001544;EC0001545;EC0001546;EC0002028;EC0001325;EC0001051;EC0001052;EC0001053;EC0001054;EC000121;EC000122;EC000123;EC00096;EC00097;EC00098;EC0001954;EC00082;EC0001135;EC0001136;EC0001137;EC0001480;EC00099;EC000100;EC000101;EC0001932;EC000994;EC000995;EC000500;EC000501;EC000502;EC0001880;EC000214;EC000215;EC000216;EC000217;EC0001875;EC0001877;EC0001878;EC0001879;EC0001881;EC00073;EC00074;EC00075;EC000771;EC000866;EC000313;EC000314;EC0001322;EC0001339;EC0001340;EC0002087;EC000389;EC000390;EC000391;EC000392;EC000308;EC000309;EC000310;EC0001551;EC0001552;EC0001601;EC0001602;EC0001603;EC000565;EC000567;EC000160;EC000161;EC000166;EC000887;EC000888;EC000889;EC000969;EC000970;EC0001329;EC0001330;EC0001328;EC0001333;EC0001334;EC0001336;EC00059;EC00055;EC00056;EC00057;EC000578;EC000579;EC000580;EC0001872;EC0001347;EC0001348;EC0001762;EC000134;EC000135;EC000136;EC000137;EC000139;EC00043;EC00044;EC0001817;EC0001818;EC0001820;EC0001706;EC0001707;EC0001708;EC0001709"
"Omega-6 fatty acid metabolism","55","13","5","16.655","0.99993","0.99999","0.73144","100","1","1","1","1","P110","EC00028;EC00030;EC0001677;EC0001908;EC000261;EC000262;EC000263;EC00022"
